物件名稱,售價,經度,緯度,屋齡
超稀有釋出國興一樓.面公園,1458.0,121.508456988,25.0240977059,43.7
西門町鑽石313坪商四地,250000.0,121.504354104,25.0452263399,36.9
廈安站8米巷邊間明亮一樓,2480.0,121.50247853,25.0304265539,51.7
稀有鋼骨低總價露台套房,1288.0,121.502010304,25.0394185079,10.0
興盛【西門町】捷運出口㊣三角窗,18800.0,121.507589441,25.0420116701,33.3
潤泰萬囍帝王樓層豪景3房,6888.0,121.496292194,25.0239832098,15.2
C055萬大武成邊間一樓,1680.0,121.495430461,25.0176524254,48.7
D12鋼骨晶麒露台戶,1288.0,121.502010304,25.0394185079,10.0
興盛【西門町】捷運出口金店面,8388.0,121.507651261,25.0419999747,33.3
近捷運晶麒鋼骨2房車,1888.0,121.502010304,25.0394185079,10.0
龍山寺商圈金店面大空間,4380.0,121.49923072,25.0383703433,28.6
台北萬華純住雙併華廈,2520.0,121.505088046,25.0332691948,38.8
青年公園旁國興一樓,1388.0,121.508456988,25.0240977059,43.7
興盛【西門町】餐飲金賺街邊店,4380.0,121.505840966,25.045808133,51.8
龍山寺透天金店,8880.0,121.501250548,25.0359572656,58.3
安家秀河景3房車,3410.0,121.506670687,25.0394237461,-1.0
西門獅子林一樓店面,4380.0,121.506402597,25.0456237847,47.3
興盛【西門町】招財金店面,8800.0,121.504049286,25.0404867752,51.8
西園挑高庭院一樓,1980.0,121.495261548,25.0292418569,55.3
新廈！西門捷運二房雙衛,3770.0,121.506577927,25.0411795616,4.0
專西門捷運出口Me原宿車位套房,1188.0,121.506385752,25.040965345,21.4
萬大線精品二樓,1398.0,121.495755865,25.019805706,56.8
西門邊間稀有露臺戶,3560.0,121.506304494,25.0372921062,13.7
西門獨棟樓中樓,5600.0,121.506048685,25.0399969325,58.5
興盛【西門町】鈔集收租街邊店,1880.0,121.5022746,25.0422763061,36.8
西門町雙子星商四透天,8800.0,121.505896854,25.0465036051,63.9
總督賞西門捷運傳世崗石4房皇居＋車,5490.0,121.504769463,25.040374273,24.1
桂林🍎低總價🍎陽光3房美寓,1498.0,121.492365014,25.0364182453,55.2
T018獨家德昌傳家大戶,2388.0,121.493869352,25.0223668081,54.3
華西街低總電梯華廈四房,1358.0,121.498303735,25.0396427239,48.1
近板南線、火車站電梯2房,2080.0,121.501467843,25.03726724,40.1
德昌靜巷美寓四房大車位,2358.0,121.491847981,25.0234626811,40.1
華江國小靜巷三樓,2098.0,121.490715236,25.034896441,47.7
華江國小靜巷三樓,2098.0,121.490715236,25.034896441,47.7
西園吉祥漂亮3房車位(B),3980.0,121.496073754,25.0300007164,11.6
D24龍山寺捷運精妝三房車,3980.0,121.496073754,25.0300007164,11.6
西園吉祥電梯3房車-壹,3680.0,121.496073754,25.0300007164,11.6
西園吉祥電梯3房車-貳,3980.0,121.496073754,25.0300007164,11.6
西園吉祥豪邸雙車位,7660.0,121.496073754,25.0300007164,11.6
西園吉祥漂亮3房車位(A),3680.0,121.496073754,25.0300007164,11.6
西園吉祥三面採光3房車,3980.0,121.496073754,25.0300007164,11.6
西園吉祥三面採光3房車,3980.0,121.496073754,25.0300007164,11.6
西園吉祥精裝採光3房車,3680.0,121.496073754,25.0300007164,11.6
西園吉祥精裝採光3房車,3680.0,121.496073754,25.0300007164,11.6
西園吉祥精裝採光3房車,3680.0,121.496073754,25.0300007164,11.6
西園吉祥精裝採光3房車,3680.0,121.496073754,25.0300007164,11.6
西園吉祥三面採光3房車,3980.0,121.496073754,25.0300007164,11.6
西園吉祥三面採光3房車,3980.0,121.496073754,25.0300007164,11.6
西園吉祥三房車位I,3980.0,121.496073754,25.0300007164,11.6
康定精華路段商三面寬店辦,9030.0,121.501481518,25.0373400428,40.1
西園吉祥三房車位,3680.0,121.496073754,25.0300007164,11.6
萬大線捷運美寓,1566.0,121.49518651,25.0179360773,47.3
興盛【西門町】餐飲人潮稀金店,5588.0,121.502541542,25.0399205892,42.8
梅園新城大三房,2180.0,121.502126584,25.0255404889,42.2
寶興商圈收租屋,1498.0,121.493273806,25.0258408315,52.8
板南線電梯大空間2房,1880.0,121.501467843,25.03726724,40.1
西門投資首選5房滿租,3580.0,121.505652507,25.0469640209,41.8
桂林華廈三房,2380.0,121.495286254,25.0380183203,43.3
華中三樓美寓,1566.0,121.49518651,25.0179360773,47.3
莒光路公寓四樓(二),1100.0,121.503063221,25.0305325338,49.5
青年公園中正新城將宅四房,3500.0,121.502204531,25.0239849411,43.4
S1476青年公園景觀綠意三房,2588.0,121.502326172,25.0243404254,43.4
稀有國興青年公園低總邊間一樓,1458.0,121.508456988,25.0240977059,43.7
稀有國興青年公園低總邊間一樓,1458.0,121.508456988,25.0240977059,43.7
西門町商四透天,5600.0,121.506048685,25.0399969325,58.5
龍山寺捷運大透天,17000.0,121.499004257,25.0337872468,53.0
西門町榮景邊間金店,2980.0,121.505672447,25.0457257198,51.8
S1471公園景觀陽光屋,2480.0,121.508487911,25.0238595334,43.7
正面青年公園國興一樓,1388.0,121.508456988,25.0240977059,43.7
漢口街二段金店辦+B1,8500.0,121.504743164,25.0460718938,46.8
稀有國興青年公園低總邊間一樓,1388.0,121.508456988,25.0240977059,43.7
稀有國興青年公園低總邊間一樓,1388.0,121.508456988,25.0240977059,43.7
龍山寺站都更金店面,3880.0,121.503643481,25.0346309429,
公園旁低總價一樓,1388.0,121.508456988,25.0240977059,43.7
全新西園町3房車,3380.0,121.499828178,25.0405295898,1.3
興盛【龍山寺】㊣三角窗透天店面,22000.0,121.500536171,25.0365712181,75.2
馬上富貴腳踏金庫邊間三房加車位,3980.0,121.496073754,25.0300007164,11.6
青年公園低總價一樓孝親2房,1458.0,121.508456988,25.0240977059,43.7
馬上有錢財庫上方邊間三房加車位,3680.0,121.496073754,25.0300007164,11.6
國興高樓面公園,2480.0,121.508487911,25.0238595334,43.7
萬華商三特透天古厝宅,17000.0,121.499004257,25.0337872468,58.0
安家秀制震三房車,3088.0,121.498099959,25.0399793676,-1.0
西門商圈透天金店面,28000.0,121.508030853,25.0443935182,64.6
004皇家醴讚7-11角間店面,6800.0,121.499745453,25.0391700137,18.3
西門桂林旺金店面,6380.0,121.506443073,25.0381792827,9.7
東園街透天,2768.0,121.495954905,25.0251083823,68.8
青年公園方正低總二房,1388.0,121.508456988,25.0240977059,43.7
環南1樓好停車,2200.0,121.4890438,25.0309957824,49.2
晶麒邊間方正2房車,2100.0,121.502010304,25.0394185079,10.0
青年公園高樓景觀電梯二房,2480.0,121.508487911,25.0238595334,43.7
正西門捷運6號金店面,15000.0,121.507946411,25.0426427423,56.3
萬華西園稀有電梯鼎佳,1588.0,121.491892973,25.0247555462,42.9
萬華精華地段豪華美三房車,3980.0,121.496073754,25.0300007164,11.6
西門町新萬國廣場透天持分,4888.0,121.507400065,25.043856058,57.7
西園電梯三房+車位(B),3980.0,121.496073754,25.0300007164,11.6
西園電梯三房+車位(A),3680.0,121.496073754,25.0300007164,11.6
龍山寺捷運低總價邊間方正2房,1050.0,121.493186247,25.0350056368,53.7
近西門商辦首選,1950.0,121.504726898,25.0405503244,28.7
萬華低總價３房美寓,1150.0,121.492296255,25.0349834566,54.9
C45萬華電梯美妝三房車A,3680.0,121.496073754,25.0300007164,11.6
C46萬華電梯美妝三房車B,3980.0,121.496073754,25.0300007164,11.6
萬華精華地段精品美三房車,3680.0,121.496073754,25.0300007164,11.6
漢口街店面,2900.0,121.505672447,25.0457257198,51.8
萬大面寬住辦1樓,2860.0,121.501463465,25.0302797738,39.3
桂林·山水,2600.0,121.492759098,25.0366594729,59.4
桂林·水,1100.0,121.492759098,25.0366594729,59.4
【專約-萬大寧靜公寓】,1390.0,121.494638515,25.0178988923,53.8
璀璨東園綻精美兩房+車位,2398.0,121.495821899,25.0271207517,6.1
西門低總價商辦,1860.0,121.504726898,25.0405503244,28.7
萬大境黃金店面,2368.0,121.492154653,25.024740305,0.5
廈安站店住一樓可停車,2480.0,121.50247853,25.0304265539,51.7
桂林·山,1500.0,121.492759098,25.0366594729,59.4
御萬園豪宅3樓+車位,4960.0,121.497588431,25.026904862,12.6
西園吉祥★新裝潢電梯3房附車位,3680.0,121.496073754,25.0300007164,11.6
西園吉祥★新裝潢電梯3房附車位,3680.0,121.496073754,25.0300007164,11.6
西園吉祥★新裝潢電梯3房附車位,3980.0,121.496073754,25.0300007164,11.6
西園吉祥★新裝潢電梯3房附車位,3980.0,121.496073754,25.0300007164,11.6
北市萬華一樓土地83坪,11000.0,121.499896711,25.0289027661,53.0
萬華鬧區靜巷孝親宅,1888.0,121.501759713,25.0342553547,65.7
萬華萬大路漂亮美寓,2850.0,121.499104412999,25.019827679846,45.2
C04萬華低總收租雙套房,920.0,121.502335117,25.020235109,50.8
台北雙捷運3房景觀屋,4980.0,121.506304494,25.0372921062,13.7
青年公園電梯美三房,2480.0,121.504682223,25.027096567,39.0
【萬華東園金店面】,2800.0,121.495210239,25.025084099,59.9
西門雙捷運商辦二樓,3500.0,121.506304494,25.0372921062,13.7
雙園國中靜巷頂家佳,990.0,121.490831303,25.0268051311,49.6
335.三角窗2樓寶興東園商圈,2980.0,121.494215618,25.0260812553,54.9
光南靜巷高樓美2房,3288.0,121.558172861,25.03501145,42.5
I1金寧鄉置產土地4,950.0,111.111111,22.222222,
永春四季台北邊間美邸,6988.0,121.574130735,25.0413236262,18.3
國館精裝美三室,3873.0,121.557702522,25.0358911752,44.1
Y39捷運*101景觀頂佳,1800.0,121.570572823,25.0201851846,46.3
FZ9信義區｜北醫商圈三房,1980.0,121.563586622,25.0231059021,39.6
大統領辦公坡道機械車位,160.0,121.558525649,25.0309816709,32.8
信義四四東村三房,4200.0,121.564038922,25.0260497133,24.5
國際名紳高樓4房坡車,7300.0,121.57497109,25.0377320211,31.4
信義挑高庭院一樓,2880.0,121.571844925,25.0182580491,33.6
信義101帝景樓中樓,5988.0,121.571145409,25.0188295637,33.8
【六張犁｜信義區一樓・好停車】,2388.0,121.556832777,25.0229404698,55.9
&信義上林苑電梯豪墅,32680.0,121.577528538,25.0200464394,37.9
松仁莊敬美居,2260.0,121.567924793,25.0269119836,51.8
富比世稀有車位,158.0,121.56953935,25.0243178637,29.4
089面公園近捷運方正美寓,2488.0,121.572300793,25.0475163643,44.3
信義區稀有可建農舍農地/合法申,26566.0,121.566905823,25.011770133,
世貿101景觀質感商辦,16688.0,121.567053,25.033165,44.0
太陽磁場4房坡車,5388.0,121.575367967,25.0353469683,31.5
❤市府捷運大雅寓,3488.0,121.56915749,25.0430605834,40.3
南投縣-土地,2880.0,120.696791,23.908713,
101無敵美景 信義路三房車,3850.0,121.573564151,25.0212694717,29.3
EZ9忠孝界｜複合式兩房,2980.0,121.582545573,25.0430422848,12.3
EZ9忠孝界｜4米獨享庭院,5580.0,121.582545573,25.0430422848,12.3
EZ9忠孝界｜挑高兩房車,2680.0,121.582461467,25.0430067846,12.3
H6127 太子東宮邊間2樓,3280.0,121.577688285,25.0392055791,40.7
計畫區永富信義名邸II,14988.0,121.564105348,25.0317537928,19.3
麟光商圈捷運旁一樓大空間,2588.0,121.558070545,25.0210093351,49.0
市府捷運一樓住辦,4280.0,121.566830149,25.0436151272,42.5
EZ8-101景觀露臺戶三房,4298.0,121.565762811,25.0244116038,1.7
基泰國際面中庭靜幽美邸,5688.0,121.553639824,25.0249562688,15.5
世貿101景觀附坡車,7580.0,121.56508761,25.0287640129,36.8
市府挑高庭院1+1品味宅,2480.0,121.569887017,25.046320984,8.3
信義捷運管理電梯三房,2880.0,121.553031538,25.0244796602,43.0
財經世紀辦公大樓,4500.0,121.556008092,25.0272101187,34.4
FZ9北醫商圈｜三房美寓,2300.0,121.563586622,25.0231059021,39.6
六張犁低總次高樓電梯美屋,1750.0,121.554392515,25.0240692179,32.7
$101永春捷運3房,3488.0,121.575396459,25.0395361,41.3
101景觀鼎佳美寓,2780.0,121.571474599,25.0234983401,40.4
富陽四季美寓,2500.0,121.556298777,25.0220604043,56.8
富陽美妝公寓二樓,2500.0,121.556298777,25.0220604043,56.8
富陽新裝潢邊間三房,2500.0,121.556298777,25.0220604043,56.8
市府晶華美2房,2780.0,121.5694059,25.0425737674,14.2
計畫區永富信義雙璽臻邸,29976.0,121.569646039,25.0311898373,19.3
計畫區永富信義名邸I,14988.0,121.56396341,25.0317566072,19.3
文普世紀天廈小型純辦,3199.0,121.553262815,25.0247971532,29.1
K4收租王｜北醫合法隔套,3480.0,121.563485783,25.0231385607,39.6
【麟光站｜近文湖線・三面採光】,3280.0,121.560681588,25.0167201111,43.3
【北醫｜吳興街・庭院一樓】,2620.0,121.564812888,25.0256577635,34.4
信義區SRC純辦獨戶雙坡車,13680.0,121.571017017,25.0454678038,34.3
AZ9新川普精緻美屋坡平車,2080.0,121.573524035,25.0338835806,16.7
台北京華商辦,9688.0,121.567237025,25.0465957916,18.5
稀有信義國寶庭園樓中樓,19800.0,121.563895059,25.0303496306,25.4
瑞雲景觀美邸,2880.0,121.57666506,25.0162627934,47.8
信義國中美寓鼎佳,2987.0,121.567325844,25.02788802,50.3
&台北信義層峰豪邸,29950.0,121.570041126,25.0335549817,13.8
上林苑私家花園別墅,15000.0,121.577248992,25.018896656,40.3
上林苑景觀別墅,11000.0,121.577139745,25.0201817489,40.2
上林苑景觀別墅,11000.0,121.577139745,25.0201817489,40.3
【市政府站｜忠孝東路・商三特】,3700.0,121.569245204,25.0411881882,54.0
廣慈公寓都更進行中,2488.0,121.583975715,25.0401886102,55.3
【永春站｜近計畫區・店面辦公】,8800.0,121.57617012,25.0395883345,41.9
世貿台北101景觀住辦,5568.0,121.557839385,25.0327197349,26.3
&信義庭院大戶雙坡車,13888.0,121.564595305,25.0297731904,17.4
上林苑別墅,8500.0,121.576769921,25.018583523,40.3
&專任世貿101景觀美妝,4380.0,121.557956115,25.0284641531,38.3
B7車位賣Yes世貿社區,228.0,121.560718823,25.0324030216,27.4
頭份國中正對面 中央段都市住宅地,5980.0,120.912708,24.686679,
北醫電梯大戶平車,4200.0,121.563872246,25.0229257972,34.8
信義計畫馬可波羅花園五房,9680.0,121.57424722,25.0358454209,35.0
信義計畫區豪宅松雍13A,20420.0,121.570074796,25.0337593658,1.7
信義計畫區豪宅松雍13B,21500.0,121.570222317,25.0337642266,1.7
信義計畫區豪宅松雍4B,19988.0,121.570222317,25.0337642266,1.7
信義計畫區豪宅松雍4A,18888.0,121.570074796,25.0337593658,1.7
富陽街公寓二樓,2200.0,121.556168154,25.0234136833,46.2
青山綠境買地送屋,1980.0,121.57094,25.01651,
信義山林養生透天,1980.0,121.570919669,25.016409018,
吳興街商圈四房美寓,2880.0,121.571106688,25.0197324531,41.3
信義商三收租角地,15000.0,121.567053,25.033165,
市府國品電梯三房,4228.0,121.567965477,25.0448773516,44.3
FZ7國館優質3房頂家,3250.0,121.558667474,25.0362216977,46.0
信義計畫太平洋凱旋,15888.0,121.564830107,25.0303537503,25.4
O15和平東路黎富公園一樓,2688.0,121.558070545,25.0210093351,49.0
稀有信義區一樓前院車庫宅,3288.0,121.556819913,25.0253024284,49.8
永春永吉靜巷美寓,2950.0,121.573413023,25.0443065872,42.4
麟光捷運邊間壹樓,4680.0,121.559536443,25.0197467469,43.4
101世貿兩室+車位,2838.0,121.558460837,25.0315052703,33.5
貴婦百貨景觀戶,6088.0,121.56741617,25.0412999216,11.6
【世貿新城．綠意盎然】,5988.0,121.566081467,25.0308502215,27.9
FZ6福德邊間採光三樓,1888.0,121.586605201,25.0395611387,47.5
冠德領袖綠景雙車位,13100.0,121.573051312,25.0340217953,20.0
信義區一樓庭院大宅,4380.0,121.575341349,25.0326408597,45.2
國際名紳2房2衛坡平車,5158.0,121.57497109,25.0377320211,31.4
東騰信義質感幽靜山居美邸,5360.0,121.570656474,25.0184055936,8.5
宜蘭市美農，大面大坪數,4060.0,121.771704,24.738408,
象山保護區土地,13240.0,121.5741,25.01575,
國館電梯永馨精品,3873.0,121.557702522,25.035891138,44.1
信義區-富陽街建地,8325.0,121.556398,25.022273,
信義區黃金建地,1280.0,121.577072,25.034935,
EZ4捷運夏宮獨戶質感豪邸,13506.0,121.583570647,25.0377765281,13.9
EZ4丰藝捷運夏宮｜層峰豪邸,11706.0,121.583570647,25.0377765281,13.9
莊敬漂亮黃金三樓,2260.0,121.567924793,25.0269119836,51.8
&EAT101景觀時尚2房,3298.0,121.576504945,25.0410492204,20.4
高第101產權坡機車位,82.0,121.569097207,25.0458446929,18.8
家美國際金融+坡平大車位,6848.0,121.578749633,25.0411149684,32.6
帝王露台鋼骨坡車,6650.0,121.574835894,25.0364877997,32.8
捷運市政府101高第景觀宅,4900.0,121.569052536,25.0458458393,18.8
市政府捷運站聯合世紀住辦大樓,4998.0,121.565095051,25.0418057537,35.8
六張犁捷運鼎家,2058.0,121.556266501,25.0224440082,50.1
柒樓靜域 I 信義核心辦公,4500.0,121.556008092,25.0272101187,34.4
北醫旁潛力邊間三房,1750.0,121.563098651,25.0248962958,53.8
信義北醫面公園景觀電梯宅,2680.0,121.557132185,25.0259705013,48.9
信義區全新北歐風3房+陽台,2088.0,121.576308082,25.0354160425,55.9
市政府捷運精緻二房,1698.0,121.569236158,25.045078669,52.5
E13信義區捷運兩房步行市政府,1698.0,121.569236158,25.045078669,52.5
五分埔7-11三角窗金店,14800.0,121.577949806,25.0473877491,51.0
設計師的家（信義懷石）,4380.0,121.570851818,25.0465638292,18.8
E09吳興街公寓一樓,2100.0,121.572651778,25.0173470808,42.3
松信路電梯三房,2380.0,121.572252912,25.0461486087,44.3
北醫面公園3房,2050.0,121.563969514,25.0247875523,36.4
3115松永雙潔大空間頂家,2580.0,121.576933191,25.0425526,42.6
台北醫學院黃金店面,5300.0,121.564206953,25.026053264,35.3
北醫吳興商圈金店面,5300.0,121.564206953,25.026053264,35.3
信義全新北歐風美妝3房,2088.0,121.576308082,25.0354160425,55.9
信義松隆精緻二房,1698.0,121.569236158,25.045078669,52.5
五分埔三角窗噴錢金店,14800.0,121.577949806,25.0473877491,51.0
林口街雙捷運金店面,4188.0,121.580400227,25.0403014116,53.6
信義區虎林街黃金3樓美寓,2088.0,121.576308082,25.0354160425,55.9
世貿莊敬低公設華廈邊間4房,4388.0,121.563809206,25.0293878562,39.6
信義誠家１０１景觀露台三房,4298.0,121.565581991,25.0244541552,1.7
博愛近捷運靜巷參樓,2088.0,121.576308082,25.0354160425,55.9
博愛興雅學區質感三房,2088.0,121.576308082,25.0354160425,55.9
E61信義美妝3房,2088.0,121.576308082,25.0354160425,55.9
捷運五分埔商二角間金店,14800.0,121.577949806,25.0473877491,51.0
大巨蛋首璽。逸仙路榮耀三角窗,8800.0,121.563097396,25.0402538479,44.8
五分埔三角窗店面,14800.0,121.577949806,25.0473877491,51.0
象山捷運美裝潢三樓美寓,2088.0,121.576308082,25.0354160425,55.9
五分埔商二角店,14800.0,121.577949806,25.0473877491,51.0
D05光復南路車位,160.0,121.557615294,25.0324159382,30.0
D06光復南路車位,160.0,121.557615294,25.0324159382,30.0
雙捷運博愛學區歐風裝潢黃金3樓,2088.0,121.576308082,25.0354160425,55.9
IZ6新竹香山景觀農地,1470.0,120.922223,24.839409,
IZ6香山大湖景觀農地,9344.0,120.922223,24.839409,
IZ6香山大湖休閒度假農地,12271.0,120.922223,24.839409,
I3大路旁都市計畫方正美農地,4508.0,120.93254,24.67891,
松隆路北城世貿純辦,8800.0,121.571025431,25.0458845305,34.3
市府透天收租店面,9688.0,121.568860151,25.0431949525,59.2
$挹翠山莊景觀美宅,2980.0,121.574367946,25.0192878854,44.6
近Y39站+101超值明亮屋,1750.0,121.570347599,25.0189348199,39.1
北醫光靜寓所,1798.0,121.561061324,25.0227191708,47.7
北醫面寬大器金店,5300.0,121.564206953,25.026053264,35.3
後山埤華廈一樓住辦附車位,4298.0,121.585755853,25.0414886783,36.0
皇家名宮都更洽談中,4700.0,121.557550519,25.0293644911,40.6
永春捷運信義區精裝美寓,2950.0,121.573413023,25.0443065872,42.4
獨家~廣慈博愛公園一層一戶黃金三樓,2688.0,121.582533761,25.0409201781,45.4
信義光復黃金路邊店面,6480.0,121.558619351,25.0332596595,38.5
信義計劃-松雍4A,18888.0,121.570074796,25.0337593658,1.7
信義計劃-松雍4B,19988.0,121.570222317,25.0337642266,1.7
花蓮市建地,988.0,121.5988,23.97403,
北醫芳鄰收租二樓,2077.0,121.564268052,25.0255989216,39.8
獨家市府捷運旁邊間住辦春秋大廈,4998.0,121.565135478,25.0412949167,42.7
國際名紳豪邸,7280.0,121.57497109,25.0377320211,31.4
101高第景觀樓中樓,4900.0,121.569052536,25.0458458393,18.8
北醫新收租一樓,3288.0,121.563485783,25.0231385607,39.6
信義區六張犁捷運美宅,2250.0,121.555591226,25.0221651804,50.1
北醫庭院三房一樓,2600.0,121.564812888,25.0256577635,34.4
K694五股御史路保護區林地,388.0,111.111111,22.222222,
Y560北醫成家景觀大空間,2050.0,121.563969514,25.0247875523,36.4
E03北醫旁公園景觀3房美寓,1968.0,121.563969514,25.0247875523,36.4
信義松菸北城世貿辦公大樓,8688.0,121.571025431,25.0458845305,34.3
哥德堡綠意名邸,5900.0,121.569489122,25.0204477959,32.3
國父紀念館黃金店面,4980.0,121.558220785,25.037512216,45.3
市府永吉透天+店,9850.0,121.568864831,25.043317745,59.2
吳興國小庭院車庫一樓,3980.0,121.565938996,25.0253305998,41.3
莊敬黃金3樓美寓,2260.0,121.567924793,25.0269119836,51.8
信義豪宅露台戶5房平車,9680.0,121.57424722,25.0358454209,35.0
市府捷運永吉路30巷透天店辦,9688.0,121.568860151,25.0431949525,59.2
市府捷運永吉路30巷透天店辦,9688.0,121.568860151,25.0431949525,59.2
富陽街靜巷美寓四房,2890.0,121.555914543,25.0229566941,44.7
永春站一樓+坡平車位,4500.0,121.575123913,25.039855743,41.3
忠孝家美金融永春站辦公,7288.0,121.578749633,25.0411149684,32.6
忠孝世貿IC永春站辦公,5998.0,121.577992507,25.0405974439,32.8
信義邊間一樓雙層,5980.0,121.570672775,25.0238130684,49.3
永春博愛美妝三樓,2088.0,121.576308082,25.0354160425,55.9
永春捷運四季台北倉儲車位,250.0,121.57420626317,25.0411095206658,18.3
信義基隆聚富商辦,13800.0,121.553262815,25.0247971532,29.1
基隆路二段坡機車位,180.0,121.553741473,25.02517375,15.5
挹翠甫園大套房,680.0,121.569897883,25.0201480338,30.4
信義香榭景觀兩房車,3468.0,121.574341008,25.0337026168,19.3
四四東村+車位,3980.0,121.564038922,25.0260497133,24.5
太陽磁場四房坡平車,5388.0,121.575367967,25.0353469683,31.5
信義區土地含獨棟透天,1980.0,121.570919669,25.016409018,
海華稀有邊間一樓+坡車,4500.0,121.575123913,25.039855743,41.3
信義區持份土地,2180.0,121.567074957622,25.0331827042986,
台北市信義區土地,26546.0,121.567053,25.033165,
255北市信義區農地,26546.0,121.564793914,25.0123089112,
海華邊間住辦一樓坡車,4500.0,121.575123913,25.039855743,41.3
D202信義區千坪保護農地,26546.0,121.567154,25.010178,
101象山站邊間三房一手屋美寓,1850.0,121.576148977,25.0332950616,47.7
潤泰極品商用大戶,6800.0,121.569014383,25.0483537087,23.3
信義香榭美2房+車位,3380.0,121.574341008,25.0337026168,19.3
忠駝店面,5888.0,121.560454233,25.0348954097,42.5
超優一樓低總美宅,2480.0,121.556609853,25.0259753492,49.2
信義區中式典藏壹樓,3198.0,121.569271355,25.0177626261,38.9
永春站旺店面,6150.0,121.577999396,25.0402026404,58.1
忠孝店辦住一樓美屋,5980.0,121.580139901,25.0415616079,44.1
宏觀天廈帝景樓中樓,5988.0,121.571145409,25.0188295637,33.8
財經世紀景觀辦公,8800.0,121.556008092,25.0272101187,34.4
挹翠101花園別墅,7888.0,121.575104,25.016743,49.8
信義市府捷運店面,14720.0,121.566781351,25.0445197759,45.0
世貿北醫連鎖店,31225.0,121.563617714,25.0279232771,34.9
世貿北醫獨棟大戶,13500.0,121.563617714,25.0279232771,34.9
市府捷運百坪金店,14720.0,121.566781351,25.0445197759,45.0
市府捷運百坪金店,14720.0,121.566781351,25.0445197759,45.0
祥雲千萬尊貴獨棟別墅,7888.0,121.575135165,25.0167434829,49.8
信義區五分埔精華店面,7988.0,121.579017328,25.0476998717,41.3
市府捷運黃金店,14720.0,121.566781351,25.0445197759,45.0
信義香榭Ⅰ,3530.0,121.574341008,25.0337026168,19.3
047-信義市府捷運黃金店面,14720.0,121.566760788135,25.0445376948868,45.0
聯合大哲高樓豪景一層一戶頂豪,31888.0,121.563690051,25.0414664317,7.6
永吉收租置產戶,3580.0,121.568948408,25.0455261723,41.2
市府捷運百坪金店,14720.0,121.566781351,25.0445197759,45.0
市府捷運百坪金店,14720.0,121.566781351,25.0445197759,45.0
皇翔御琚信義計畫區,48000.0,121.571246,25.036776,15.2
世貿101捷運金雞母,3548.0,121.55870886,25.0319214045,45.9
吳興總站店住辦,2650.0,121.56887903,25.0222851001,36.6
北醫雅緻二樓,2268.0,121.565628169,25.0261060168,49.8
信義香榭~101美景+坡平車位,3488.0,121.5741584,25.0339076,19.3
市府捷運站A級店面,14720.0,121.566781351,25.0445197759,45.0
未來廣慈捷運公寓二樓方正三房,2488.0,121.583975715,25.0401886102,55.3
永春海華邊間一樓,3460.0,121.575297614,25.0397539091,41.3
世貿101捷運住辦,2690.0,121.556467083,25.027607511,47.8
101地段整層商辦,5690.0,121.559391856,25.0324144004,33.6
101世貿整層商辦,5690.0,121.559391856,25.0324144004,33.6
捷運市政府站收租起家厝1,6500.0,121.567322099,25.0455463818,37.0
國館大面寬金角店,3800.0,121.558324007,25.0364406873,47.6
上林苑花園別墅,9500.0,121.576939578,25.019347698,40.3
超寬金店面松山+市府雙捷運,3588.0,121.56777706,25.0450423585,54.3
永吉五分埔面寬金店,5800.0,121.580244283,25.0455374267,40.8
大巨蛋松菸店面,4500.0,121.564794286,25.0421163357,47.9
永春三角金店,6100.0,121.577570737,25.0396162401,35.3
松德傳家金店,6500.0,121.575747009,25.0382717974,35.6
信義區六張犁捷運3房,2880.0,121.553031538,25.0244796602,43.0
首善鑽石捷運管理大廈,2880.0,121.553031538,25.0244796602,43.0
信義區黃金地段電梯三房,2880.0,121.553031538,25.0244796602,43.0
永春捷運站空中花園商辦,8688.0,121.579622605,25.0420541572,33.4
獨家環球世貿大樓看101景觀,7150.0,121.570916153,25.0281586572,30.3
吳興361巷大三房寓,2680.0,121.566940397,25.025914941,46.8
信義世貿邊間綠蔭美寓,2500.0,121.570672775,25.0238130684,49.3
市府站挑高金店面,7980.0,121.56707138,25.0450932221,30.0
北醫電梯邊間大戶,3850.0,121.563872246,25.0229257972,34.8
信義區靜巷一樓有車位,3198.0,121.572229424,25.0181666111,38.9
E15梨富公園旁都更華廈,2258.0,121.556804147,25.0207169515,45.0
信義一品精美小豪宅,3188.0,121.570655716,25.0443579772,11.0
信義三角窗金店面,6868.0,121.576863955,25.035116865,34.1
194仁愛林蔭-樹海之境信義核心靜謐大宅,13500.0,121.557861936,25.037517687,13.1
信義誠家高樓路台,4298.0,121.565581991,25.0244541552,1.7
北醫284巷稀有坡平車位,350.0,121.562698247,25.0228039185,36.3
8105新世界坡平車位,350.0,121.560986163,25.0323129924,18.3
(369)3甲台北聯絡線旁土地,26546.0,121.56725,25.00991,
A200吳興街低總價二樓,1320.0,121.566443001,25.024439128,47.4
B7信義區Yes世貿車位,228.0,121.560687959,25.0324039416,27.4
富陽邊間面寬店辦車庫,3500.0,121.557677293,25.0227734294,58.1
吳興國小一樓收租屋,1999.0,121.566548038,25.0249360556,50.7
信義永吉艾蜜麗,2280.0,121.569887017,25.046320984,8.3
吳興靜巷方正大3房,2680.0,121.566940397,25.025914941,46.8
吳興街金雞母收租一F,3288.0,121.563485783,25.0231385607,39.6
忠孝東路廣慈美寓2樓,2488.0,121.583975715,25.0401886102,55.3
