路段,緯度,經度,屋齡,建坪,房屋總價(萬),車位,格局,有加蓋,總樓層,樓層,房屋類型,行政區
台北市大同區延平北路一段,25.050476,121.512092,1.9年,76.35,10680,1,3房2廳2衛,0,29,23,['L'],大同區
台北市大同區重慶北路三段,25.067312,121.513164,48.2年,19.12,1688,0,3房2廳1衛,0,5,4,['A'],大同區
台北市大同區重慶北路三段,25.068092,121.512369,51.9年,29.29,1988,0,3房2廳1衛,0,4,4,['A'],大同區
台北市大同區重慶北路一段,25.05113,121.512525,61.6年,42.73,4580,0,5廳4衛,1,3,1-3,['D'],大同區
台北市大同區承德路三段,25.066649,121.518583,53.4年,37.5,3680,0,4房2廳1衛,0,4,3,['A'],大同區
台北市大同區民族西路,25.068556,121.511037,37.4年,49.43,4399,0,3房3廳2衛,0,7,4,['M'],大同區
台北市大同區五原路,25.056671,121.51736,16.2年,29.98,2588,1,2房2廳1衛2室,1,14,4,['L'],大同區
台北市大同區昌吉街,25.066655,121.515654,50.7年,11.07,988,0,2房1廳1衛,0,5,5,['A'],大同區
台北市大同區承德路一段,25.05206767165,121.51810723047,46.2年,50.82,8288,0,3房4廳4衛1室,1,4,1-4,['D'],大同區
台北市大同區民族西路,25.068014,121.517881,50.9年,20.54,2580,0,3房1廳2衛1室,1,4,1,['A'],大同區
台北市大同區敦煌路,25.076882,121.509856,43.4年,34.47,1759,0,4房4衛1室,0,5,2,['A'],大同區
台北市大同區雙連街,25.059325,121.519527,55.9年,31.9,3190,0,3房2廳2衛1室,0,4,2,['A'],大同區
台北市大同區迪化街二段,25.06903,121.51105,47.3年,22.28,1588,0,4房3廳3衛,1,5,5,['A'],大同區
台北市大同區太原路,25.052064,121.516339,63.7年,52.63,9800,0,3房5廳4衛3室,1,3,1-3,['D'],大同區
台北市大同區歸綏街,25.058444,121.508786,91.2年,69.56,8100,0,2廳1衛,0,2,1-2,['D'],大同區
台北市大同區延平北路四段,25.07159,121.51002,59.4年,21.97,1860,0,2房2廳1衛,0,3,2,['A'],大同區
台北市大同區承德路三段,25.067353,121.519277,49.1年,40.15,3800,0,4房2廳2衛,0,5,4,['A'],大同區
台北市大同區哈密街,25.074193,121.515379,72.3年,4.91,1280,0,1房1衛,0,1,1-1,['D'],大同區
台北市大安區和平東路三段,25.020997,121.555865,40.0年,44.13,3350,0,4房2廳2衛,0,12,4,['L'],大安區
台北市大安區安和路二段,25.026403,121.550612,0.8年,14.18,2270,0,1房1廳1衛,0,5,4,['M'],大安區
台北市大安區安和路二段,25.026403,121.550612,0.8年,14.18,2220,0,1衛,0,5,3,['M'],大安區
台北市大安區安和路二段,25.026403,121.550612,0.8年,17.13,2780,0,2房1廳1衛,0,5,4,['M'],大安區
台北市大安區復興南路二段,25.027695,121.543272,42.0年,54.39,4998,1,4房3廳3衛,1,12,12,['L'],大安區
台北市大安區浦城街,25.024348,121.525835,50.1年,56.52,4980,0,4房3廳2衛1室,0,4,2,['A'],大安區
台北市大安區信義路三段,25.035433,121.534636,14.8年,44.33,6588,1,2房2廳1.5衛,0,9,3,['M'],大安區
台北市大安區信義路三段,25.035533,121.543077,5.3年,42.86,5788,1,2房2廳2衛,0,7,7,['M'],大安區
台北市大安區臥龍街,25.017965,121.551379,17.4年,38.41,3780,0,3房2廳2衛,0,9,3,['M'],大安區
台北市大安區敦化南路一段,25.040255,121.551339,37.6年,43.81,6550,0,3房1廳2衛,0,8,6,['M'],大安區
台北市大安區光復南路,25.031386,121.557257,17.7年,22.33,3280,0,2房2廳1衛,0,14,8,['L'],大安區
台北市大安區新生南路三段,25.024156,121.53444,47.2年,55.36,5818,0,4房2廳2衛,0,12,7,['L'],大安區
台北市大安區泰順街,25.022186,121.529934,2.1年,34.86,5880,0,3房2廳2衛,0,11,3,['L'],大安區
台北市大安區復興南路一段,25.04331,121.543,44.2年,26.77,2288,0,2房2廳1衛,0,12,5,['L'],大安區
台北市大安區四維路,25.031376,121.547065,58.9年,29.91,6580,0,3房2廳2衛1室,1,4,1,['A'],大安區
台北市大安區新生南路一段,25.034068,121.536609,22.6年,74.07,8988,2,5房2廳3衛1室,1,7,5,['M'],大安區
台北市大安區新生南路三段,25.020516,121.533837,49.9年,49.17,5888,0,4房2廳2衛,0,7,7,['M'],大安區
台北市大安區信義路三段,25.034448,121.542055,57.9年,59.08,8400,0,3房2廳2衛2室,1,5,4,['M'],大安區
台北市大安區和平東路二段,25.025842,121.546081,40.8年,38.44,3650,0,3房2廳2衛,0,17,6,['L'],大安區
台北市大安區金山南路二段,25.02727,121.526223,11.2年,21.4,3750,0,1房1廳1衛,0,14,2,['L'],大安區
台北市大安區溫州街,25.023748,121.531689,43.0年,46.35,4868,0,4房2廳2衛,0,6,2,['M'],大安區
台北市大安區師大路,25.021376,121.528214,58.3年,21.77,2188,0,2房2廳1衛,0,4,2,['A'],大安區
台北市大安區通化街,25.032147,121.553698,48.9年,26.55,2388,0,2房2廳1衛,0,4,4,['A'],大安區
台北市大安區建國南路一段,25.035567,121.537426,7.9年,20.49,3380,0,2房2廳1衛,0,14,3,['L'],大安區
台北市大安區溫州街,25.024097,121.532888,43.2年,48.08,7268,0,4房2廳2衛,0,7,1,['M'],大安區
台北市大安區復興南路二段,25.027878,121.545522,40.8年,30.54,2888,0,3房2廳1衛,0,17,3,['L'],大安區
台北市大安區羅斯福路三段,25.018621,121.531268,18.7年,46.93,5888,1,2房2廳2衛,0,7,4,['M'],大安區
台北市大安區和平東路二段,25.024653,121.536019,17.2年,89.28,7980,2,3房2廳2衛,0,10,3,['M'],大安區
台北市大安區敦化南路一段,25.044549,121.548483,5.5年,58.68,9450,1,3房2廳2衛1室,0,23,11,['L'],大安區
台北市大安區和平東路二段,25.023413,121.540055,3.0年,57.03,8988,1,3房2廳2衛,0,11,10,['L'],大安區
台北市大安區光復南路,25.031053,121.557192,17.7年,76.37,9288,1,4房2廳2衛1室,0,19,19,['L'],大安區
台北市大安區敦化南路二段,25.024173,121.548359,43.3年,66.7,7988,0,5房2廳2衛1室,0,12,7,['L'],大安區
台北市大安區敦化南路二段,25.032229,121.548402,38.7年,45.94,6880,0,4房2廳2衛1室,0,18,13,['L'],大安區
台北市大安區忠孝東路四段,25.040749,121.550533,46.7年,43.6,4300,0,3房2廳2衛1室,0,7,2,['M'],大安區
台北市大安區信義路四段,25.034195,121.556195,18.2年,109.35,14950,2,4房2廳2衛2室,0,15,13,['L'],大安區
台北市大安區仁愛路四段,25.038008,121.555832,44.1年,71.15,7499,1,4房1廳2衛,0,14,9,['L'],大安區
台北市大安區復興南路二段,25.031051,121.540903,18.6年,79.38,10088,1,2房2廳2衛2室,0,8,2,['M'],大安區
台北市大安區仁愛路三段,25.039677,121.543127,43.1年,52.56,5188,0,4房2廳2衛,0,7,3,['M'],大安區
台北市大安區安和路二段,25.029178,121.551191,42.3年,35.24,3988,0,3房2廳2衛,0,7,5,['M'],大安區
台北市大安區信義路四段,25.032543,121.544549,1.3年,46.21,7038,1,1房2廳2衛1室,0,13,12,['L'],大安區
台北市大安區泰順街,25.025344,121.53015,60.4年,35.2,3680,0,2房3廳2衛1室,1,4,4,['A'],大安區
台北市大安區敦化南路二段,25.025198,121.548044,40.9年,41.66,4180,0,3房2廳2衛,0,19,8,['L'],大安區
台北市大安區復興南路二段,25.026336,121.543222,3.1年,24.66,4888,0,1房2廳1衛,0,34,24,['L'],大安區
台北市大安區瑞安街,25.026067,121.539063,27.3年,49.31,5680,1,4房2廳2衛,0,5,3,['M'],大安區
台北市大安區樂業街,25.01995,121.555355,49.0年,32.4,2198,0,3房2廳2衛,0,4,3,['A'],大安區
台北市大安區新生南路一段,25.035886,121.532987,5.0年,31.91,5366,1,2房2廳2衛,0,12,12,['L'],大安區
台北市大安區臥龍街,25.017347,121.558082,1.4年,42.96,3960,1,2房2廳2衛,0,23,5,['L'],大安區
台北市大安區復興南路二段,25.024315,121.543779,1.1年,56.13,8288,1,3房2廳2衛,0,23,10,['L'],大安區
台北市大安區瑞安街,25.029726,121.540643,10.8年,23.55,3318,1,2房2廳1衛,0,7,7,['M'],大安區
台北市大安區師大路,25.021885,121.528335,42.2年,38.47,4320,0,3房2廳1衛,0,7,6,['M'],大安區
台北市大安區忠孝東路三段,25.041432,121.542666,4.0年,59.67,9500,1,2房2廳2衛,0,31,6,['L'],大安區
台北市大安區瑞安街,25.029726,121.540643,10.8年,13.38,1990,0,1房1廳1衛,0,7,3,['M'],大安區
台北市大安區臥龍街,25.017347,121.558082,1.4年,46.84,5600,1,3房2廳2衛,0,23,21,['L'],大安區
台北市大安區大安路二段,25.030754,121.545956,43.7年,47.7,5500,0,4房2廳2衛,0,7,5,['M'],大安區
台北市大安區光復南路,25.036397,121.55642,44.7年,59.14,6388,0,4房3廳2衛,1,7,7,['M'],大安區
台北市大安區通化街,25.028801,121.555262,48.3年,19.84,1880,0,2房2廳1衛,0,5,4,['A'],大安區
台北市大安區安東街,25.043538,121.542586,44.2年,23.46,1876,0,2房2廳1衛,0,12,5,['L'],大安區
台北市大安區復興南路二段,25.026336,121.543222,3.1年,37.63,5800,1,2房1廳1衛,0,34,33,['L'],大安區
台北市大安區信義路二段,25.034837,121.525139,23.4年,97.67,11500,1,4房2廳3衛,1,14,11,['L'],大安區
台北市大安區泰順街,25.02277573509,121.53088095916,45.9年,43.84,3288,0,6房1廳2衛,0,5,5,['A'],大安區
台北市大安區通安街,25.030683,121.553334,44.2年,43.24,3780,0,4房2廳2衛3室,0,7,5,['M'],大安區
台北市大安區信義路三段,25.035163,121.542379,46.5年,40.04,5188,0,3房2廳2衛,0,7,3,['M'],大安區
台北市大安區大安路一段,25.035702989938,121.54615934183,48.3年,54.27,6980,0,5房3廳3衛1室,1,7,7,['M'],大安區
台北市大安區仁愛路四段,25.037238726417,121.55662694078,46.0年,47.66,5899,0,3房2廳2衛,0,14,8,['L'],大安區
台北市大安區四維路,25.031068,121.546591,37.2年,75.39,8288,1,3房2廳2衛1室,0,7,3,['M'],大安區
台北市大安區忠孝東路三段,25.041447,121.541135,38.9年,38.08,4417,0,3房2廳2衛,0,14,12,['L'],大安區
台北市大安區羅斯福路三段,25.019393,121.530344,48.0年,54.33,4800,0,4房3廳2衛,0,7,2,['M'],大安區
台北市大安區忠孝東路四段,25.038586360004,121.54426618861,16.1年,84.7,9498,2,2房2廳2衛,0,14,12,['L'],大安區
台北市大安區和平東路二段,25.025742,121.541235,45.8年,43.65,4200,0,4房2廳2衛,0,7,6,['M'],大安區
台北市大安區敦化南路一段,25.042007,121.549259,41.4年,66.42,6908,0,1廳6室,0,14,13,['L'],大安區
台北市大安區延吉街,25.042166,121.554962,44.1年,44.67,4388,0,2房2廳2衛,0,6,4,['M'],大安區
台北市大安區新生南路三段,25.020363,121.533527,42.2年,40.72,4380,0,4房2廳2衛,0,6,4,['M'],大安區
台北市大安區光復南路,25.029961,121.557219,8.8年,39.16,4990,1,2房2廳1衛,0,14,11,['L'],大安區
台北市大安區臥龍街,25.020399,121.551946,43.3年,37.25,2188,0,3房2廳2衛,0,5,4,['A'],大安區
台北市大安區和平東路二段,25.025207,121.542445,43.1年,15.54,2032,0,1房1廳1衛,0,12,4,['L'],大安區
台北市大安區建國南路一段,25.035567988807,121.53742746644,7.9年,30.79,3700,1,2房2廳1衛,0,14,14,['L'],大安區
台北市大安區新生南路二段,25.032261,121.532839,14.9年,97.77,10450,5,2房2廳2衛,0,15,2,['L'],大安區
台北市大安區仁愛路四段,25.038857,121.553574,52.6年,54.72,4999,1,3房2廳2衛1室,0,7,5,['M'],大安區
台北市大安區仁愛路四段,25.040572,121.551654,35.9年,70.94,8800,1,4房2廳2衛1室,0,14,8,['L'],大安區
台北市大安區富陽街,25.019348,121.556856,46.6年,29.09,1838,0,3房2廳2衛,0,5,5,['A'],大安區
台北市大安區基隆路二段,25.028494,121.556652,44.7年,50.14,5698,0,4房2廳2衛,0,12,8,['L'],大安區
台北市大安區市民大道三段,25.044442,121.537873,10.2年,97.31,13588,2,3房2廳2衛1室,0,23,6,['L'],大安區
台北市大安區安居街,25.020254,121.553972,47.4年,28.44,2090,0,3房2廳2衛,0,5,4,['A'],大安區
台北市大安區敦化南路一段,25.040293,121.549267,15.9年,170.79,35800,3,3房2廳4衛1室,0,17,3,['L'],大安區
台北市大安區建國南路一段,25.035968430177,121.53886023397,39.1年,27.07,3088,0,3房2廳1衛1室,0,14,4,['L'],大安區
台北市大安區仁愛路四段,25.036581,121.556793,13.3年,89.98,10338,2,3房2廳2衛1室,0,13,1,['L'],大安區
台北市大安區和平東路一段,25.026996,121.526311,11.2年,181.96,25000,3,3房2廳5衛3室,0,38,7,['L'],大安區
台北市大安區敦化南路二段,25.031015,121.551765,40.3年,58.49,5980,0,4房2廳2衛,0,17,12,['L'],大安區
台北市大安區和平東路一段,25.025893,121.532781,19.0年,53.97,7138,0,3房2廳2衛,0,15,9,['L'],大安區
台北市大安區通化街,25.028487,121.553544,18.3年,28.04,3399,0,2房2廳1衛,1,7,4,['M'],大安區
台北市大安區忠孝東路三段,25.041454,121.539317,38.9年,33.45,3948,0,3房2廳2衛,0,14,14,['L'],大安區
台北市大安區仁愛路四段,25.036581,121.556793,13.3年,77.19,9838,1,3房2廳2衛1室,0,13,1,['L'],大安區
台北市大安區信義路四段,25.034782,121.554244,40.7年,46.84,4780,0,4房2廳2衛,0,7,2,['M'],大安區
台北市大安區永康街,25.031941,121.531234,18.5年,84.76,11427,2,3房2廳2衛1室,0,7,4,['M'],大安區
台北市大安區大安路一段,25.044197,121.545927,42.1年,21.9,3000,0,2房2廳1衛,0,7,6,['M'],大安區
台北市大安區忠孝東路三段,25.041454,121.539703,38.9年,33.41,4010,0,3房2廳2衛,0,14,10,['L'],大安區
台北市大安區瑞安街,25.029681049816,121.54173410529,18.7年,24.16,3600,1,2房1廳1衛1室,0,13,6,['L'],大安區
台北市大安區臥龍街,25.017351,121.558488,2.9年,45.81,5500,1,2房2廳2衛,0,14,1,['L'],大安區
台北市大安區復興南路二段,25.032595,121.543792,41.4年,36.64,4280,0,3房2廳2衛1室,0,12,7,['L'],大安區
台北市大安區敦化南路一段,25.03883,121.549252,17.9年,177.23,38500,2,4房3廳3衛3室,1,22,12,['L'],大安區
台北市大安區樂業街,25.020765,121.552314,13.8年,84.05,6988,4,2房2廳2衛,0,13,11,['L'],大安區
台北市大安區羅斯福路三段,25.020059,121.53068,42.4年,38.12,3800,0,2房2廳1衛1室,0,7,2,['M'],大安區
台北市大安區忠孝東路三段,25.041263,121.538619,38.9年,27.08,2888,0,3房2廳1衛,0,14,6,['L'],大安區
台北市大安區忠孝東路三段,25.041454,121.540595,38.9年,37.28,3890,0,1房2廳2衛1室,0,14,11,['L'],大安區
台北市大安區瑞安街,25.027574,121.539083,9.2年,82.32,11518,2,3房2廳3衛,0,12,4,['L'],大安區
台北市大安區敦化南路二段,25.032641,121.550061,10.8年,156.67,22418,2,1廳,0,12,10,['L'],大安區
台北市大安區市民大道三段,25.044105423677,121.53785840348,10.2年,97.31,13368,2,4房2廳3衛,0,23,12,['L'],大安區
台北市大安區復興南路二段,25.030957,121.542215,38.7年,46.36,5888,0,2房2廳1.5衛,0,15,4,['L'],大安區
台北市大安區信義路四段,25.033728,121.555704,46.3年,45.23,4988,0,3房2廳2衛1室,0,7,3,['M'],大安區
台北市大安區市民大道三段,25.044464,121.53744,10.2年,105.74,16558,1,4房2廳3衛,0,23,13,['L'],大安區
台北市大安區忠孝東路四段,25.041698,121.550647,49.4年,39.33,5120,0,2房2廳2衛,0,14,10,['L'],大安區
台北市大安區羅斯福路三段,25.017372,121.531931,13.2年,102.74,12800,2,4房2廳2衛1室,0,19,15,['L'],大安區
台北市大安區復興南路一段,25.035979,121.543394,2.3年,55.8,7500,1,3房2廳2衛,0,15,8,['L'],大安區
台北市大安區金華街,25.029941,121.528721,13.1年,101.64,11880,4,3房2廳3衛2室,0,11,3,['L'],大安區
台北市大安區信義路三段,25.029081,121.538945,39.9年,35.59,3778,0,3房2廳2衛,0,16,7,['L'],大安區
台北市大安區羅斯福路三段,25.017372,121.531931,13.2年,108.08,11800,2,4房2廳3衛,0,19,16,['L'],大安區
台北市大安區和平東路一段,25.027013,121.525709,37.6年,63.82,6600,1,4房2廳2衛1室,0,12,5,['L'],大安區
台北市大安區辛亥路二段,25.022818,121.536274,37.1年,43.97,3988,0,4房2廳2衛,0,25,2,['L'],大安區
台北市大安區延吉街,25.043354,121.55481,47.6年,28.05,2860,0,2房2廳1衛,0,7,3,['M'],大安區
台北市大安區忠孝東路三段,25.040861,121.540864,38.9年,48.72,7698,0,6房2廳5衛,1,14,1,['L'],大安區
台北市大安區和平東路二段,25.026727,121.545426,40.8年,30.54,2998,0,3房2廳1衛,0,19,10,['L'],大安區
台北市大安區羅斯福路三段,25.017372,121.531931,13.2年,112.58,13000,2,4房2廳3衛,0,19,14,['L'],大安區
台北市大安區和平東路一段,25.025893,121.532781,19.0年,64.73,7838,2,3房2廳2衛,0,15,9,['L'],大安區
台北市大安區四維路,25.028196,121.546338,17.2年,18.57,2700,0,1房2廳1衛,0,8,4,['M'],大安區
台北市大安區瑞安街,25.029880478473,121.54220476431,16.3年,123.22,14988,3,3房2廳3衛2室,0,11,6,['L'],大安區
台北市大安區大安路一段,25.042535,121.546277,48.6年,56.44,5960,0,4房2廳2衛1室,0,12,9,['L'],大安區
台北市大安區信義路四段,25.033944,121.555623,13.0年,50.07,5580,2,2廳2衛1室,1,7,1,['M'],大安區
台北市大安區大安路二段,25.03224,121.545854,16.3年,20.6,2880,0,1房1廳1衛,0,12,6,['L'],大安區
台北市大安區信義路三段,25.034701,121.542377,57.9年,25.98,3820,0,3房2廳1衛1室,0,4,2,['A'],大安區
台北市大安區羅斯福路三段,25.018903,121.530368,17.1年,30.83,3600,1,3房1廳1衛,1,13,4,['L'],大安區
台北市大安區忠孝東路三段,25.043747,121.540592,52.6年,58.79,5688,0,5房2廳2衛,0,7,2,['M'],大安區
台北市大安區忠孝東路四段,25.039351,121.553216,50.2年,47.45,5450,0,2房2廳2衛2室,0,7,5,['M'],大安區
台北市大安區敦化南路一段,25.035375,121.551074,48.2年,54.86,6680,0,5房2廳2.5衛,0,7,6,['M'],大安區
台北市大安區和平東路二段,25.026727,121.545426,40.8年,30.64,2931,0,3房2廳1衛,0,19,16,['L'],大安區
台北市大安區敦化南路二段,25.026091,121.548377,47.1年,33.85,4500,0,3房2廳2衛,0,16,16,['L'],大安區
台北市大安區忠孝東路三段,25.041442,121.541771,4.0年,180.17,39225,3,1廳,0,30,24,['L'],大安區
台北市大安區和平東路一段,25.027567,121.525513,47.6年,45.05,4288,0,4房2廳2衛,0,5,3,['A'],大安區
台北市大安區溫州街,25.025625,121.533646,39.5年,43.3,4330,0,3房2廳2衛,0,7,2,['M'],大安區
台北市大安區復興南路二段,25.031053,121.540859,18.6年,92.37,10888,2,4房2廳2衛,0,8,5,['M'],大安區
台北市大安區安和路一段,25.033926,121.552915,42.1年,44.46,4300,0,6房3廳3衛1室,1,5,5,['A'],大安區
台北市大安區復興南路二段,25.027474,121.544607,40.8年,38.41,3888,0,3房2廳2衛,0,19,18,['L'],大安區
台北市大安區仁愛路四段,25.035965,121.553262,41.9年,47.79,5488,0,5房2廳2衛1室,1,7,7,['M'],大安區
台北市大安區泰順街,25.023967654221,121.52954513988,20.4年,19.25,2680,0,2房2廳1衛,0,5,3,['M'],大安區
台北市大安區和平東路二段,25.021806,121.540322,16.1年,11.04,2388,0,1房1廳1衛,0,7,6,['M'],大安區
台北市大安區市民大道四段,25.044698,121.556915,42.3年,23.74,2430,0,2房2廳1衛1室,0,7,4,['M'],大安區
台北市大安區雲和街,25.023541,121.532088,45.0年,23.49,2588,0,4房2廳2衛,1,5,5,['A'],大安區
台北市大安區和平東路一段,25.027038,121.525431,41.2年,33.45,4680,0,3房2廳2衛,0,12,6,['L'],大安區
台北市大安區延吉街,25.043565,121.554046,39.7年,42.68,4488,0,3房2廳2衛2室,0,7,5,['M'],大安區
台北市大安區和平東路二段,25.027173,121.543958,44.1年,53.64,5188,0,3房1廳1.5衛1室,1,7,7,['M'],大安區
台北市大安區大安路一段,25.044098,121.547392,46.5年,46.48,4980,0,4房2廳2衛1室,0,7,4,['M'],大安區
台北市大安區復興南路一段,25.042807,121.543559,1.9年,16.46,2228,1,1房1廳1衛,0,15,15,['L'],大安區
台北市大安區羅斯福路三段,25.021611,121.527452,1.0年,33.41,5120,1,3房2廳1衛,0,15,6,['L'],大安區
台北市大安區信義路二段,25.033799,121.525814,44.6年,34.63,3498,0,4房2廳2衛1室,0,5,4,['A'],大安區
台北市大安區復興南路二段,25.024273,121.54358,1.1年,79.34,11200,2,3房2廳2衛,0,23,6,['L'],大安區
台北市大安區復興南路一段,25.042807,121.543559,1.9年,21.03,2788,1,1房1廳1衛,0,15,6,['L'],大安區
台北市大安區泰順街,25.024196,121.52965,44.9年,35.92,3600,0,2房2廳2衛,0,5,2,['A'],大安區
台北市大安區市民大道四段,25.044322,121.551351,38.8年,23.02,3800,0,2房4廳3衛,1,7,7,['M'],大安區
台北市大安區敦化南路一段,25.044141,121.549276,1.2年,67.18,12588,1,1房2廳2衛,0,20,3,['L'],大安區
台北市大安區通化街,25.030851,121.553514,44.2年,55.79,4888,1,4房2廳2衛,0,7,4,['M'],大安區
台北市大安區師大路,25.021705,121.528255,47.4年,33.51,3188,0,4房4衛,0,7,6,['M'],大安區
台北市大安區安東街,25.044066,121.54271,1.7年,11.28,1997,0,1房1廳1衛1室,1,13,3,['L'],大安區
台北市大安區大安路一段,25.04106,121.54571,2.6年,45.13,7228,0,3房2廳2衛,0,9,4,['M'],大安區
台北市大安區忠孝東路三段,25.042407,121.53936,55.6年,50.3,5180,0,4房2廳2衛,0,6,6,['M'],大安區
台北市大安區基隆路二段,25.028981029084,121.55670630657,5.1年,36.16,4088,1,2房2廳1衛,0,9,4,['M'],大安區
台北市大安區復興南路二段,25.029488,121.544693,43.5年,44.86,5288,0,4房2廳2衛1室,1,7,2,['M'],大安區
台北市大安區敦化南路一段,25.044038,121.54958,1.2年,66.73,12980,1,3房2廳2衛,0,20,12,['L'],大安區
台北市大安區瑞安街,25.029726,121.540643,10.8年,13.38,2048,0,1房1廳1衛,0,7,7,['M'],大安區
台北市大安區和平東路二段,25.025586,121.545654,39.0年,46.49,5188,0,4房2廳2衛,0,6,4,['M'],大安區
台北市大安區通化街,25.03102,121.554148,1.7年,22.53,3748,0,2房2廳1衛,0,8,8,['M'],大安區
台北市大安區辛亥路二段,25.022821472551,121.53639824748,37.1年,47.96,4888,0,4房2廳2衛,0,25,6,['L'],大安區
台北市大安區和平東路二段,25.02553,121.537176,38.9年,43.63,5455,0,4房2廳2衛,0,12,5,['L'],大安區
台北市大安區安居街,25.021356,121.555229,41.9年,43.96,3200,0,3房2廳2衛,0,12,3,['L'],大安區
台北市大安區忠孝東路三段,25.043749,121.540426,52.6年,34.82,4998,0,3房2廳2衛2室,1,7,1,['M'],大安區
台北市大安區信義路三段,25.032888,121.54084,13.2年,35.12,5988,1,1房1廳1衛1室,0,12,5,['L'],大安區
台北市大安區仁愛路四段,25.038067,121.55434,39.2年,97.35,12780,1,4房2廳4衛,0,17,4,['L'],大安區
台北市大安區安和路一段,25.039393,121.551664,36.5年,52.86,5500,0,4房2廳2衛,0,6,3,['M'],大安區
台北市大安區瑞安街,25.029726,121.540643,10.8年,20.13,3118,0,2房2廳1衛,0,7,7,['M'],大安區
台北市大安區市民大道四段,25.044827,121.545832,4.9年,31.25,3988,0,2房1廳1衛,0,10,8,['M'],大安區
台北市大安區復興南路二段,25.024049,121.543237,48.4年,23.75,2408,0,2房2衛,0,12,10,['L'],大安區
台北市大安區敦化南路一段,25.042691,121.549791,45.0年,57.67,5980,0,8房8衛,0,7,3,['M'],大安區
台北市大安區敦化南路一段,25.044143,121.549578,1.2年,64.25,11680,1,3房2廳2衛,0,20,11,['L'],大安區
台北市大安區新生南路一段,25.034647,121.536897,48.8年,34.71,4480,0,3房2廳2衛,0,7,2,['M'],大安區
台北市大安區新生南路一段,25.034645,121.536814,48.8年,35.4,4580,0,3房2廳2衛,0,7,2,['M'],大安區
台北市大安區敦化南路一段,25.043434,121.550039,50.8年,47.17,4688,0,6房3廳2衛,0,4,3,['A'],大安區
台北市大安區八德路二段,25.044559,121.534103,36.5年,31.05,2880,0,5房5衛,0,5,4,['A'],大安區
台北市大安區師大路,25.022877,121.528547,59.2年,37.23,4280,0,4房2廳1.5衛1室,0,4,3,['A'],大安區
台北市大安區敦化南路一段,25.044143,121.549578,1.2年,64.25,11898,1,3房2廳2衛,0,20,5,['L'],大安區
台北市大安區通化街,25.030853,121.554689,40.6年,46.49,3588,0,6房2廳2衛,1,5,5,['A'],大安區
台北市大安區東豐街,25.036142,121.545911,61.5年,29.77,4580,0,3房2廳2衛,0,4,2,['A'],大安區
台北市大安區延吉街,25.04257,121.55474,45.5年,31.69,3380,0,4房2廳2衛,0,7,7,['M'],大安區
台北市大安區建國南路一段,25.035727,121.5384,39.1年,27.08,3088,0,3房2廳2衛,0,14,7,['L'],大安區
台北市大安區忠孝東路四段,25.042729,121.553092,48.1年,36.28,4480,0,3房2廳2衛1室,1,7,2,['M'],大安區
台北市大安區樂利路,25.02511,121.552677,58.7年,11.82,1348,0,2房2廳1衛,0,4,2,['A'],大安區
台北市大安區潮州街,25.028677,121.527099,43.2年,50.07,6450,0,4房2廳3衛,0,7,3,['M'],大安區
台北市大安區仁愛路四段,25.035944,121.55021,44.2年,62.71,7526,0,2房2廳2衛,0,7,6,['M'],大安區
台北市大安區敦化南路一段,25.040568,121.549289,29.6年,18.96,2288,1,1房1衛,0,9,7,['M'],大安區
台北市大安區復興南路一段,25.038914,121.545558,48.8年,36.71,4980,0,3房2廳2衛1室,0,7,4,['M'],大安區
台北市大安區復興南路一段,25.042807,121.543559,1.9年,11.44,1968,0,1房1廳1衛,0,15,6,['L'],大安區
台北市大安區浦城街,25.023997,121.526432,45.2年,30.85,3388,0,3房2廳2衛,0,5,3,['A'],大安區
台北市大安區潮州街,25.028258,121.530405,51.9年,26.54,3388,0,3房2廳2衛,0,5,2,['A'],大安區
台北市大安區和平東路三段,25.019456,121.555645,47.9年,30.63,2438,0,3房2廳2衛,0,5,3,['A'],大安區
台北市大安區和平東路二段,25.02559,121.545568,39.0年,44.39,4688,0,3房2廳2衛,0,6,2,['M'],大安區
台北市大安區文昌街,25.032003,121.556672,44.7年,33.95,3788,0,3房2廳2衛,0,7,2,['M'],大安區
台北市大安區安和路二段,25.031648,121.553096,18.7年,14.28,1880,0,1房1廳1衛,0,10,2,['M'],大安區
台北市大安區忠孝東路三段,25.042746,121.539946,55.0年,52.71,5800,0,4房2廳2.5衛1室,0,7,6,['M'],大安區
台北市大安區市民大道四段,25.044322,121.551351,38.8年,11.41,2560,0,1房3廳2衛,1,7,7,['M'],大安區
台北市大安區羅斯福路三段,25.017077,121.532236,45.4年,9.31,1530,0,1房1衛,0,11,10,['L'],大安區
台北市大安區敦化南路二段,25.030887,121.551276,41.7年,36.82,4388,0,3房2廳2衛,0,7,2,['M'],大安區
台北市大安區安居街,25.018442,121.552261,49.7年,31.16,2380,0,6房3廳2.5衛,1,4,4,['A'],大安區
台北市大安區瑞安街,25.029114,121.541726,53.2年,28.89,3300,0,5房3廳2衛,1,4,4,['A'],大安區
台北市大安區光復南路,25.039669,121.556959,43.2年,55.31,8250,0,6房3廳3衛1室,1,7,7,['M'],大安區
台北市大安區羅斯福路三段,25.021611,121.527452,1.0年,39.67,6080,1,3房2廳2衛,0,15,6,['L'],大安區
台北市大安區羅斯福路三段,25.022402,121.526522,27.3年,20.98,2888,1,3房2廳1.5衛,1,11,8,['L'],大安區
