區域名稱,成交價/售價,總價格,每坪價格,坪數,屋齡,房屋規格,住宅類型,樓層
南港區,12580000,12580000,535388.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,七層
南港區,10700000,10700000,568317.0,18.83,2,住宅大樓(11層含以上有電梯),住家用,十四層
南港區,11850000,11850000,523169.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,六層
南港區,11880000,11880000,524763.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,六層
南港區,18280000,18280000,510756.0,42.69,2,住宅大樓(11層含以上有電梯),住家用,十一層
南港區,17100000,17100000,458048.0,42.69,2,住宅大樓(11層含以上有電梯),住家用,四層
南港區,17880000,17880000,501344.0,42.69,2,住宅大樓(11層含以上有電梯),住家用,九層
南港區,15780000,15780000,464362.0,40.49,2,住宅大樓(11層含以上有電梯),住家用,二層
南港區,18780000,18780000,510901.0,42.68,2,住宅大樓(11層含以上有電梯),住家用,十三層
南港區,12580000,12580000,561943.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,十二層
南港區,12580000,12580000,561943.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,十一層
南港區,24480000,24480000,505989.0,54.65,2,住宅大樓(11層含以上有電梯),住家用,六層
南港區,17780000,17780000,495070.0,42.69,2,住宅大樓(11層含以上有電梯),住家用,九層
南港區,9680000,9680000,514141.0,18.83,2,住宅大樓(11層含以上有電梯),住家用,五層
南港區,12980000,12980000,556631.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,十三層
南港區,12480000,12480000,540697.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,九層
南港區,11880000,11880000,524763.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,六層
南港區,9460000,9460000,536045.0,17.65,2,住宅大樓(11層含以上有電梯),住家用,二層
南港區,23900000,23900000,488194.0,54.65,2,住宅大樓(11層含以上有電梯),住家用,二層
南港區,12480000,12480000,556631.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,十二層
南港區,24080000,24080000,496862.0,54.65,2,住宅大樓(11層含以上有電梯),住家用,五層
南港區,9880000,9880000,524763.0,18.83,2,住宅大樓(11層含以上有電梯),住家用,六層
南港區,9480000,9480000,537179.0,17.65,2,住宅大樓(11層含以上有電梯),住家用,二層
南港區,9680000,9680000,514141.0,18.83,2,住宅大樓(11層含以上有電梯),住家用,五層
南港區,18080000,18080000,504482.0,42.69,2,住宅大樓(11層含以上有電梯),住家用,十層
南港區,17880000,17880000,498207.0,42.69,2,住宅大樓(11層含以上有電梯),住家用,五層
南港區,13180000,13180000,567255.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,十四層
南港區,12480000,12480000,556631.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,八層
南港區,17880000,17880000,498207.0,42.69,2,住宅大樓(11層含以上有電梯),住家用,八層
南港區,19280000,19280000,542131.0,42.69,2,住宅大樓(11層含以上有電梯),住家用,十二層
南港區,19080000,19080000,520168.0,42.69,2,住宅大樓(11層含以上有電梯),住家用,十四層
