路段,屋齡,房屋類型,建坪,主建物/陽台,格局,樓層,房屋總價(萬),車位,行政區
台北市大同區環河北路二段,48.8年,公寓,建坪 35.04,主 + 陽35.04,5房2廳2衛,2樓/4樓,"2,588",0,大同區
台北市大同區太原路,31.6年,華廈,建坪 42.39,主 + 陽25.75,3房2廳2衛,10樓/10樓,"3,668",1,大同區
台北市大同區延平北路二段,48.6年,辦公,建坪 19.84,主建物15.68,1廳1衛1室,2樓/10樓,"1,620",0,大同區
台北市大同區民樂街,51.6年,公寓,建坪 16.94,主 + 陽16.94,2房1廳1衛1室(含加蓋1室),2樓/4樓,"1,450",0,大同區
台北市大同區重慶北路三段,48.1年,公寓,建坪 21.76,主 + 陽21.76,2房2廳1衛,3樓/4樓,"1,698",0,大同區
台北市大同區延平北路三段,42.5年,店面,建坪 35.71,主建物14.47,3廳1衛1室(含加蓋2廳1室),1樓/7樓,"5,660",0,大同區
台北市大同區寧夏路,14.3年,大樓,建坪 18.77,主 + 陽9.14,2房1廳1衛(含加蓋1房),9樓/13樓,"1,668",1,大同區
台北市大同區長安西路,19.4年,店面/辦公/大樓,建坪 48.41,主 + 陽18.59,2廳1衛,1樓/14樓,"7,690",7,大同區
台北市大同區重慶北路三段,11.8年,大樓,建坪 18.77,主 + 陽9.6,2房1廳1衛(含加蓋1房),7樓/12樓,"1,988",1,大同區
台北市大同區承德路三段,17.3年,店面/華廈,建坪 64.94,主 + 陽30.62,1房3廳1衛1室(含加蓋1室),1-2樓/7樓,"5,158",1,大同區
台北市大同區酒泉街,54.8年,店面,建坪 26.19,主建物21.2,5廳1衛1室(含加蓋3廳1衛1室),1樓/4樓,"2,680",0,大同區
台北市大同區民生西路,23.5年,透天/辦公,建坪 21.33,主建物16.34,1房2廳1衛(含加蓋1房1衛),1-2樓/2樓,"5,300",0,大同區
台北市大同區民權西路,5.3年,大樓,建坪 34.01,主 + 陽20.05,1廳2衛,9樓/14樓,"3,690",1,大同區
台北市大同區環河北路二段,18.8年,大樓,建坪 44.77,主 + 陽23.31,2房2廳2衛,11樓/13樓,"3,988",2,大同區
台北市大同區承德路三段,15.5年,大樓,建坪 111.93,主 + 陽47.89,3房2廳2衛,11樓/15樓,"9,888",3,大同區
台北市大同區民族西路,3.5年,華廈,建坪 32.59,主 + 陽13.21,1房3廳1衛,7樓/7樓,"3,288",1,大同區
台北市大同區重慶北路三段,45.3年,公寓/辦公,建坪 32.01,主建物15.66,3房3廳3衛(含加蓋2房2廳2衛),1樓/5樓,"2,550",0,大同區
台北市大同區大龍街,31.2年,華廈,建坪 60.77,主 + 陽38.3,3房2廳2衛,5-6樓/6樓,"3,498",0,大同區
台北市大同區酒泉街,50.8年,公寓,建坪 23.23,主 + 陽23.23,6房2廳2衛(含加蓋3房1廳1衛),4樓/4樓,"1,760",0,大同區
台北市大同區承德路三段,56.7年,店面/透天,建坪 121.02,主建物115.06,3房5廳4衛5室(含加蓋1廳3室),1-4樓/4樓,"4,988",0,大同區
台北市大同區迪化街二段,51.1年,公寓,建坪 18.85,主 + 陽18.85,3房1廳2衛(含加蓋2房1衛),4樓/4樓,"1,398",0,大同區
台北市大同區錦西街,14.4年,華廈,建坪 11.81,主 + 陽6.79,1房1衛,1樓/5樓,"1,110",1,大同區
台北市大同區民生西路,14.1年,店面/透天,建坪 69.59,主 + 陽66.39,3廳2衛,1-3樓/3樓,"8,300",0,大同區
台北市大同區南京西路,31.3年,大樓,建坪 11.83,主 + 陽7.55,2房1廳1衛1室(含加蓋1房1室),10樓/11樓,"1,328",0,大同區
台北市大同區迪化街二段,95.2年,透天,建坪 26.33,主建物26.33,1房3廳1衛(含加蓋1廳),1-1樓/1樓,"6,000",0,大同區
台北市大同區民權西路,19.7年,套房/辦公/大樓,建坪 18.67,主 + 陽6.61,1房1廳1衛(含加蓋1房),3樓/11樓,"1,638",1,大同區
台北市大同區錦西街,8.6年,店面,建坪 20.72,主 + 陽16.38,1房1廳1衛,1樓/15樓,"4,100",0,大同區
台北市大同區南京西路,38.2年,華廈,建坪 38,主 + 陽33.23,3房2廳2衛,5樓/8樓,"3,180",0,大同區
台北市大同區長安西路,25.4年,華廈,建坪 74.5,主 + 陽48.63,5房2廳2衛1室,2樓/10樓,"5,280",1,大同區
台北市大同區民權西路,58.4年,公寓,建坪 26.52,主建物26.52,1廳1衛1室(含加蓋1室),4樓/4樓,"1,980",0,大同區
台北市大同區延平北路一段,45.1年,大樓,建坪 7.73,主 + 陽5.88,1房1衛,8樓/11樓,725,0,大同區
台北市大同區民生西路,48.0年,公寓,建坪 28.37,主 + 陽28.37,5房3廳2衛(含加蓋1房1廳),5樓/5樓,"2,350",0,大同區
台北市大同區赤峰街,43.1年,店面,建坪 26.9,主 + 陽25.84,3廳1衛,2樓/7樓,"4,188",0,大同區
台北市大同區景化街,42.5年,華廈,建坪 50.56,主 + 陽43.92,3房2廳2.5衛1室,3樓/7樓,"3,080",0,大同區
台北市大同區保安街,預售,大樓,建坪 28.04,主+附 18.64,2房2廳1衛,8樓/15樓,"3,398",0,大同區
台北市大同區重慶北路一段,109.9年,店面,建坪 18,主建物14,3房3廳2衛(含加蓋3房2廳1衛),1樓/1樓,"9,999",0,大同區
台北市大同區華陰街,65.9年,店面/透天,建坪 51.49,主建物47.56,5廳2衛(含加蓋2廳2衛),1-3樓/3樓,"9,880",0,大同區
台北市大同區寧夏路,36.0年,公寓/辦公,建坪 22.69,主 + 陽19.37,2房2廳1衛,2樓/5樓,"2,688",0,大同區
台北市大同區保安街,17.7年,華廈,建坪 20.23,主 + 陽13.17,3房1廳1衛(含加蓋1房),1樓/7樓,"1,900",0,大同區
台北市大同區蘭州街,39.8年,透天,建坪 60.27,主 + 陽53.54,10房10衛(含加蓋1房1衛),1-4樓/4樓,"4,988",0,大同區
台北市大同區敦煌路,16.4年,大樓,建坪 49.32,主 + 陽25.39,3房2廳2衛,12樓/13樓,"3,798",1,大同區
台北市大同區長安西路,44.5年,辦公/大樓,建坪 7.02,主建物5.77,1房1廳1衛,4樓/11樓,625,0,大同區
台北市大同區延平北路三段,52.1年,公寓,建坪 26.84,主 + 陽26.84,3房2廳2衛,4樓/4樓,"1,750",0,大同區
台北市大同區天水路,47.3年,大樓,建坪 11.21,主建物9.14,1房1廳1衛,9樓/11樓,788,0,大同區
台北市大同區重慶北路一段,62.3年,店面,建坪 68.52,主建物68.52,2房5廳2衛(含加蓋1廳),1-4樓/4樓,"24,200",0,大同區
台北市大同區五原路,16.2年,大樓,建坪 49.34,主 + 陽28.34,2房2廳2衛1室,13樓/14樓,"4,950",1,大同區
台北市大同區重慶北路一段,37.4年,大樓,建坪 79.48,主 + 陽58.11,4房2廳2衛1室,9樓/12樓,"6,356",0,大同區
台北市大同區民生西路,15.9年,大樓,建坪 19.62,主 + 陽10.49,2房1廳1衛(含加蓋1房),3樓/13樓,"1,960",0,大同區
台北市大同區承德路三段,13.5年,大樓,建坪 57.78,主 + 陽29.31,3房2廳2衛,12樓/12樓,"7,280",1,大同區
台北市大同區長安西路,44.5年,辦公/大樓,建坪 9.64,主建物7.9,1房1廳1衛,4樓/11樓,860,0,大同區
台北市大同區重慶北路一段,37.4年,大樓,建坪 40.36,主 + 陽33.55,2房2廳1衛,9樓/12樓,"3,199",0,大同區
台北市大同區承德路二段,47.9年,店面/公寓,建坪 32.16,主建物17.76,1廳1衛1室,B1-1樓/4樓,"7,500",0,大同區
台北市大同區承德路二段,21.6年,辦公/店面/大樓,建坪 28.44,主 + 陽15.2,2廳2衛,1樓/11樓,"7,966",0,大同區
台北市大同區重慶北路二段,0.9年,大樓,建坪 18.13,主 + 陽12.3,2房2廳1衛,3樓/15樓,"2,250",0,大同區
台北市大同區承德路三段,13.5年,店面,建坪 39.83,主 + 陽31.42,1廳1衛,1樓/12樓,"11,700",0,大同區
台北市大同區重慶北路一段,37.4年,大樓,建坪 52.16,主 + 陽43.08,3房2廳2衛,9樓/12樓,"4,199",0,大同區
台北市大同區承德路二段,21.6年,辦公/店面/大樓,建坪 20.52,主 + 陽15.42,1房1廳1衛1室,1樓/11樓,"5,750",0,大同區
台北市大同區承德路二段,21.6年,店面/辦公/大樓,建坪 48.96,主 + 陽30.62,1房3廳3衛1室,1樓/11樓,"13,680",0,大同區
台北市大同區南京西路,12.0年,大樓,建坪 74.92,主 + 陽45.36,3房2廳2衛1室,9樓/14樓,"7,980",1,大同區
台北市大同區南京西路,19.6年,店面,建坪 20.63,主 + 陽14.3,2廳2衛,1樓/7樓,"8,400",0,大同區
台北市大同區南京西路,25.3年,店面,建坪 129.9,主 + 陽54.02,4廳1衛3室,1樓/13樓,"12,688",4,大同區
台北市大同區寧夏路,29.0年,華廈,建坪 32.04,主 + 陽24.22,3房1廳1衛,2樓/9樓,"2,866",0,大同區
台北市大同區民生西路,8.3年,店面,建坪 41.82,主 + 陽24.81,2廳1衛,2樓/12樓,"3,980",1,大同區
台北市大同區民權西路,19.7年,大樓/辦公,建坪 10.67,主 + 陽6.92,1房,3樓/11樓,"1,800",0,大同區
台北市大同區寧夏路,14.3年,大樓,建坪 22.86,主建物10.74,2房1廳1衛1室(含加蓋1房),12樓/13樓,"2,188",1,大同區
台北市大同區民權西路,19.7年,大樓/辦公,建坪 18.95,主 + 陽6.53,1房2廳2衛(含加蓋1房1衛),3樓/11樓,"1,938",1,大同區
台北市大同區環河北路一段,16.5年,店面,建坪 24.19,主 + 陽12.5,2廳1衛(含加蓋1廳),1樓/8樓,"2,280",1,大同區
台北市大同區錦西街,8.6年,店面,建坪 19.49,主 + 陽15.33,1廳1衛1室(含加蓋1室),1樓/15樓,"3,850",0,大同區
台北市大同區民權西路,39.1年,辦公/店面/大樓,建坪 196.16,主建物169.87,2廳2衛9室,-1樓/15樓,"6,800",0,大同區
台北市大同區延平北路一段,13.8年,店面,建坪 37.98,主建物16.82,1廳1衛,1樓/15樓,"3,688",1,大同區
台北市大同區民權西路,6.7年,店面,建坪 36.8,主建物17.46,1廳1衛,1樓/19樓,"5,800",1,大同區
台北市大同區延平北路一段,6.9年,大樓,建坪 26.31,主 + 陽17.6,2房2廳1衛1室(含加蓋1室),12樓/12樓,"3,580",0,大同區
台北市大同區環河北路一段,16.5年,店面,建坪 24.19,主 + 陽12.4,1廳1衛,1樓/8樓,"2,280",1,大同區
台北市大同區長安西路,53.6年,華廈/辦公,建坪 44.52,主建物44.52,5房2廳3衛,2樓/8樓,"4,988",0,大同區
台北市大同區五原路,16.2年,大樓,建坪 23.14,主 + 陽14.93,2房2廳1衛2室(含加蓋1房1廳1室),4樓/14樓,"2,438",0,大同區
台北市大同區承德路二段,1.3年,大樓,建坪 18.99,主 + 陽9.62,1房1廳1衛,4樓/15樓,"2,400",1,大同區
台北市大同區延平北路二段,46.9年,大樓,建坪 9.22,主 + 陽7.85,2房2廳1衛1室,8樓/11樓,"1,088",0,大同區
台北市大同區迪化街二段,41.1年,華廈,建坪 52.53,主 + 陽42.95,4房2廳2衛,4樓/7樓,"3,988",0,大同區
台北市大同區民權西路,19.7年,大樓/辦公,建坪 29.62,主 + 陽13.45,2房2廳2衛(含加蓋1房1衛),3樓/11樓,"3,738",1,大同區
台北市大同區太原路,預售,大樓,建坪 22.73,主+附 14.82,2房2廳1衛,13樓/14樓,"2,788",0,大同區
台北市大同區興城街,71.6年,透天,建坪 5.17,主建物5.17,1廳1衛,1-1樓/1樓,470,0,大同區
台北市大同區延平北路三段,45.2年,華廈,建坪 27.49,主 + 陽24.37,4房3廳1衛,2樓/7樓,"1,998",0,大同區
台北市大同區延平北路一段,1.9年,大樓,建坪 76.35,主 + 陽38.86,3房2廳2衛,23樓/29樓,"10,680",1,大同區
台北市大同區承德路二段,30.9年,店面,建坪 32.55,主建物15.5,1廳1衛(含加蓋1衛),1樓/11樓,"3,860",0,大同區
台北市大同區承德路二段,32.5年,辦公/大樓,建坪 51.44,主 + 陽28.84,1廳4室,5樓/16樓,"4,280",2,大同區
台北市大同區承德路三段,19.4年,店面,建坪 11.38,主建物5.35,2廳1衛,1樓/13樓,"1,698",0,大同區
台北市大同區重慶北路三段,48.2年,公寓,建坪 19.12,主 + 陽19.13,3房2廳1衛,4樓/5樓,"1,688",0,大同區
台北市大同區重慶北路三段,預售,大樓,建坪 24.77,主+附 16.23,2房2廳1衛,4樓/16樓,"2,758",0,大同區
台北市大同區重慶北路三段,51.9年,公寓,建坪 29.29,主建物29.29,3房2廳1衛,4樓/4樓,"1,988",0,大同區
台北市大同區重慶北路一段,44.1年,辦公,建坪 12.62,主建物12.62,2房1廳1衛,3樓/4樓,"1,480",0,大同區
台北市大同區重慶北路一段,61.6年,透天,建坪 42.73,主建物42.73,5廳4衛(含加蓋2廳1衛),1-3樓/3樓,"4,580",0,大同區
台北市大同區華陰街,65.2年,店面/透天,建坪 55.72,主建物55.72,4房1廳5衛1室(含加蓋1房1衛),1-4樓/4樓,"9,800",0,大同區
台北市大同區承德路三段,17.3年,店面,建坪 52.36,主 + 陽13.12,1廳1衛1室,1樓/7樓,"3,188",1,大同區
台北市大同區歸綏街,3.1年,大樓/店面,建坪 38.17,主 + 陽27.39,2廳1衛,1-2樓/15樓,"4,800",0,大同區
台北市大同區迪化街一段,93.8年,店面,建坪 117.42,主 + 陽90.98,3房2廳3衛3室,1-2樓/2樓,"13,800",0,大同區
台北市大同區承德路三段,53.4年,公寓,建坪 37.5,主建物37.5,4房2廳1衛,3樓/4樓,"3,680",0,大同區
台北市大同區承德路二段,71.3年,店面,建坪 21.17,主建物17.14,2廳2衛,1樓/3樓,"9,852",0,大同區
台北市大同區重慶北路三段,68.2年,店面/透天,建坪 20.33,主建物20.33,3房2廳3衛(含加蓋2房1衛),1-2樓/2樓,"2,980",0,大同區
台北市大同區民族西路,預售,大樓,建坪 46.68,主+附 25.11,3房2廳2衛,11樓/13樓,"4,188",1,大同區
台北市大同區南京西路,44.4年,華廈/辦公,建坪 48.39,主 + 陽42.04,4房2廳2衛,4樓/7樓,"3,800",0,大同區
台北市大同區民族西路,37.4年,華廈,建坪 49.43,主 + 陽39.2,3房3廳2衛,4樓/7樓,"4,399",0,大同區
台北市大同區五原路,16.2年,大樓,建坪 29.98,主 + 陽14.93,2房2廳1衛2室(含加蓋1房1廳1室),4樓/14樓,"2,588",1,大同區
台北市大同區長安西路,28.6年,華廈/辦公,建坪 50.45,主 + 陽29,5房5衛1室,2樓/8樓,"3,780",3,大同區
台北市大同區重慶北路三段,64.6年,店面,建坪 23.2,主建物23.2,3廳2衛,1-3樓/3樓,"4,888",0,大同區
台北市大同區民樂街,54.9年,店面,建坪 70.58,主建物58.15,3廳2衛(含加蓋1廳),1樓/6樓,"24,800",0,大同區
台北市大同區昌吉街,50.7年,公寓,建坪 11.07,主建物8.91,2房1廳1衛,5樓/5樓,988,0,大同區
台北市大同區延平北路二段,62.3年,店面,建坪 27.7,主建物21,2房2廳1衛,1-3樓/3樓,"6,000",0,大同區
台北市大同區承德路一段,46.2年,透天,建坪 50.82,主建物50.82,3房4廳4衛1室(含加蓋1室),1-4樓/4樓,"8,288",0,大同區
台北市大同區大龍街,3.9年,店面,建坪 23.8,主建物9.96,1廳1衛,1樓/13樓,"2,888",1,大同區
台北市大同區承德路二段,61.7年,透天/辦公,建坪 68.17,主建物62.83,6廳5衛2室,1-3樓/3樓,"12,800",0,大同區
台北市大同區民權西路,37.4年,大樓/辦公,建坪 34.17,主 + 陽28.33,2房2廳2衛,4樓/12樓,"3,250",0,大同區
台北市大同區哈密街,52.9年,店面,建坪 26.25,主建物20.95,3廳1衛(含加蓋1廳1衛),1樓/4樓,"4,580",0,大同區
台北市大同區甘州街,55.7年,套房/公寓,建坪 38.15,主建物38.15,7房4廳4衛(含加蓋1房),2樓/4樓,"2,980",0,大同區
台北市大同區酒泉街,43.9年,店面,建坪 32.82,主建物21.1,2廳1衛,1樓/7樓,"7,200",0,大同區
台北市大同區民族西路,預售,大樓,建坪 28.58,主+附 18.29,2房2廳2衛,11樓/13樓,"3,100",0,大同區
台北市大同區民族西路,37.3年,其它,建坪 8.71,主建物0,--,-1樓/7樓,299,1,大同區
台北市大同區南京西路,25.3年,辦公/大樓,建坪 124.25,主 + 陽69.45,1廳3衛2室,3樓/13樓,"9,280",2,大同區
台北市大同區重慶北路三段,51.4年,公寓/辦公,建坪 21.6,主建物17.29,1房1廳1衛1室,1樓/4樓,"2,488",0,大同區
台北市大同區民族西路,50.9年,公寓,建坪 20.54,主建物18.63,3房1廳2衛1室(含加蓋1衛1室),1樓/4樓,"2,580",0,大同區
台北市大同區重慶北路三段,預售,大樓,建坪 30.33,主+附 13.75,2房2廳1衛,2樓/16樓,"2,880",1,大同區
台北市大同區敦煌路,43.4年,公寓,建坪 34.47,主 + 陽34.47,4房4衛1室,2樓/5樓,"1,759",0,大同區
台北市大同區雙連街,55.9年,公寓,建坪 31.9,主建物31.9,3房2廳2衛1室,2樓/4樓,"3,190",0,大同區
台北市大同區重慶北路一段,預售,大樓,建坪 12.4,主+附 8.18,1房1廳1衛,25樓/28樓,"2,188",0,大同區
台北市大同區迪化街二段,47.3年,公寓,建坪 22.28,主 + 陽22.28,4房3廳3衛(含加蓋2房1廳2衛),5樓/5樓,"1,588",0,大同區
台北市大同區大龍街,59.4年,店面,建坪 170.5,主建物163.73,20房4廳18衛(含加蓋7房3廳8衛),1-3樓/3樓,"18,800",0,大同區
台北市大同區太原路,63.7年,透天,建坪 52.63,主建物50.36,3房5廳4衛3室(含加蓋1房1廳1衛2室),1-3樓/3樓,"9,800",0,大同區
台北市大同區寧夏路,預售,大樓,建坪 57.27,主+附 31.94,3房2廳2衛,22樓/26樓,"6,598",1,大同區
台北市大同區歸綏街,91.2年,透天,建坪 69.56,主建物69.56,2廳1衛,1-2樓/2樓,"8,100",0,大同區
台北市大同區延平北路三段,57.9年,店面,建坪 23.95,主建物19.28,3廳1衛(含加蓋1廳),1樓/4樓,"3,980",0,大同區
台北市大同區延平北路四段,59.4年,公寓,建坪 21.97,主建物21.97,2房2廳1衛,2樓/3樓,"1,860",0,大同區
台北市大同區昌吉街,50.7年,店面,建坪 15.98,主建物12.14,1房2廳1衛,1樓/5樓,"1,980",0,大同區
台北市大同區民權西路,43.7年,辦公/大樓,建坪 257.37,主建物164.07,4廳8室,8樓/13樓,"15,374",2,大同區
台北市大同區西寧北路,63.7年,店面/辦公,建坪 114.15,主建物108.41,2房5廳4衛3室(含加蓋2室),1-4樓/4樓,"10,888",0,大同區
台北市大同區哈密街,預售,華廈,建坪 28.25,主+附 17.38,2房2廳2衛,3樓/7樓,"2,480",0,大同區
台北市大同區民權西路,43.7年,辦公/大樓,建坪 74.11,主建物39.61,1廳,10樓/13樓,"3,867",1,大同區
台北市大同區雙連街,59.4年,店面,建坪 19.04,主建物19.04,1廳1衛(含加蓋1衛),1樓/4樓,"2,660",0,大同區
台北市大同區南京西路,預售,大樓,建坪 34.53,主+附 17.99,2房2廳1衛,11樓/15樓,"3,580",1,大同區
台北市大同區重慶北路三段,71.5年,透天/店面,建坪 17.02,主建物15.15,3廳2衛4室(含加蓋1廳1衛3室),1-1樓/1樓,"5,200",0,大同區
台北市大同區承德路三段,49.1年,公寓,建坪 40.15,主 + 陽40.15,4房2廳2衛,4樓/5樓,"3,800",0,大同區
台北市大同區民權西路,預售,大樓,建坪 38.47,主+附 24.8,3房2廳2衛,11樓/15樓,"4,850",1,大同區
台北市大同區民生西路,50.5年,店面,建坪 32.87,主建物25.26,1廳,1樓/4樓,"13,000",0,大同區
台北市大同區哈密街,72.3年,透天,建坪 4.91,主建物4.91,1房1衛,1-1樓/1樓,"1,280",0,大同區
台北市大安區安和路二段,0.8年,華廈,建坪 14.18,主 + 陽8.57,1房1廳1衛,4樓/5樓,"2,270",0,大安區
台北市大安區安和路二段,0.8年,華廈,建坪 14.18,主 + 陽8.57,1衛,3樓/5樓,"2,220",0,大安區
台北市大安區安和路二段,0.8年,華廈,建坪 17.13,主 + 陽10.35,2房1廳1衛,4樓/5樓,"2,780",0,大安區
台北市大安區和平東路一段,44.3年,店面/辦公/大樓,建坪 47.95,主 + 陽17.89,2廳1衛,1樓/12樓,"5,680",0,大安區
台北市大安區復興南路二段,42.0年,大樓,建坪 54.39,主 + 陽34.3,4房3廳3衛(含加蓋1房1廳1衛),12樓/12樓,"4,998",1,大安區
台北市大安區信義路三段,14.8年,華廈,建坪 44.33,主 + 陽21.94,2房2廳1.5衛,3樓/9樓,"6,588",1,大安區
台北市大安區臥龍街,17.4年,華廈,建坪 38.41,主 + 陽25.07,3房2廳2衛,3樓/9樓,"3,780",0,大安區
台北市大安區新生南路三段,1.6年,店面,建坪 42.44,主建物28.25,2廳2衛,1樓/12樓,"7,428",0,大安區
台北市大安區復興南路一段,47.2年,大樓/辦公,建坪 75.8,主 + 陽40.72,1廳2衛5室,14樓/14樓,"6,628",2,大安區
台北市大安區敦化南路一段,37.6年,華廈,建坪 43.81,主 + 陽41.74,3房1廳2衛,6樓/8樓,"6,550",0,大安區
台北市大安區敦化南路一段,51.0年,大樓/辦公,建坪 19.13,主 + 陽15.67,1廳1衛,5樓/14樓,"2,988",0,大安區
台北市大安區復興南路二段,39.6年,大樓/辦公,建坪 50.3,主 + 陽31.38,3房2廳2衛,5樓/16樓,"4,800",1,大安區
台北市大安區泰順街,2.1年,大樓,建坪 34.86,主 + 陽22.71,3房2廳2衛,3樓/11樓,"5,880",0,大安區
台北市大安區四維路,58.9年,公寓,建坪 29.91,主建物29.91,3房2廳2衛1室(含加蓋2衛),1樓/4樓,"6,580",0,大安區
台北市大安區新生南路三段,47.2年,大樓,建坪 55.36,主 + 陽49.83,4房2廳2衛,7樓/12樓,"5,818",0,大安區
台北市大安區仁愛路四段,49.0年,大樓/辦公,建坪 48.51,主 + 陽38.51,4房2廳2衛,2樓/12樓,"5,880",0,大安區
台北市大安區新生南路三段,49.9年,華廈,建坪 49.17,主 + 陽49.16,4房2廳2衛,7樓/7樓,"5,888",0,大安區
台北市大安區信義路三段,57.9年,華廈,建坪 59.08,主建物57.11,3房2廳2衛2室(含加蓋1室),4樓/5樓,"8,400",0,大安區
台北市大安區和平東路二段,40.8年,大樓,建坪 38.44,主 + 陽29.61,3房2廳2衛,6樓/17樓,"3,650",0,大安區
台北市大安區信義路四段,43.4年,大樓/辦公,建坪 81.44,主 + 陽57.01,4房2廳4衛,15樓/15樓,"7,980",1,大安區
台北市大安區復興南路一段,44.2年,大樓,建坪 26.77,主 + 陽20.7,2房2廳1衛,5樓/12樓,"2,288",0,大安區
台北市大安區溫州街,43.0年,華廈,建坪 46.35,主 + 陽39.33,4房2廳2衛,2樓/6樓,"4,868",0,大安區
台北市大安區新生南路一段,22.5年,華廈,建坪 74.07,主 + 陽47.26,5房2廳3衛1室(含加蓋1房1廳),5樓/7樓,"8,988",2,大安區
台北市大安區金山南路二段,11.2年,大樓,建坪 21.4,主建物13.33,1房1廳1衛,2樓/14樓,"3,750",0,大安區
台北市大安區師大路,58.3年,公寓,建坪 21.77,主 + 陽21.77,2房2廳1衛,2樓/4樓,"2,188",0,大安區
台北市大安區建國南路一段,7.9年,大樓,建坪 20.49,主 + 陽12.88,2房2廳1衛,3樓/14樓,"3,380",0,大安區
台北市大安區溫州街,43.1年,華廈,建坪 48.08,主建物29.98,4房2廳2衛,1樓/7樓,"7,268",0,大安區
台北市大安區復興南路二段,40.8年,大樓,建坪 30.54,主 + 陽22.78,3房2廳1衛,3樓/17樓,"2,888",0,大安區
台北市大安區羅斯福路三段,18.7年,華廈,建坪 46.93,主 + 陽21.29,2房2廳2衛,4樓/7樓,"5,888",1,大安區
台北市大安區和平東路二段,17.2年,華廈,建坪 89.28,主 + 陽40.58,3房2廳2衛,3樓/10樓,"7,980",2,大安區
台北市大安區新生南路三段,1.6年,店面,建坪 21.39,主建物14.24,1廳1衛,1樓/12樓,"3,744",0,大安區
台北市大安區敦化南路一段,5.5年,大樓,建坪 58.68,主 + 陽31.34,3房2廳2衛1室,11樓/23樓,"9,450",1,大安區
台北市大安區通化街,48.9年,公寓,建坪 26.55,主 + 陽26.55,2房2廳1衛,4樓/4樓,"2,388",0,大安區
台北市大安區和平東路二段,3.0年,大樓,建坪 57.03,主 + 陽29.99,3房2廳2衛,10樓/11樓,"8,988",1,大安區
台北市大安區新生南路三段,1.6年,店面,建坪 21.05,主建物14.01,1廳1衛,1樓/12樓,"3,684",0,大安區
台北市大安區光復南路,17.7年,大樓,建坪 76.37,主 + 陽43.45,4房2廳2衛1室,19樓/19樓,"9,288",1,大安區
台北市大安區敦化南路二段,43.3年,大樓,建坪 66.7,主 + 陽55.89,5房2廳2衛1室,7樓/12樓,"7,988",0,大安區
台北市大安區安和路二段,44.5年,辦公/大樓,建坪 25.09,主 + 陽19.22,1廳,11樓/12樓,"3,180",0,大安區
台北市大安區敦化南路二段,38.7年,大樓,建坪 45.94,主 + 陽38.36,4房2廳2衛1室,13樓/18樓,"6,880",0,大安區
台北市大安區忠孝東路四段,46.7年,華廈,建坪 43.6,主 + 陽37.1,3房2廳2衛1室,2樓/7樓,"4,300",0,大安區
台北市大安區仁愛路四段,44.1年,大樓,建坪 71.15,主 + 陽45.81,4房1廳2衛,9樓/14樓,"7,499",1,大安區
台北市大安區敦化南路一段,56.6年,店面,建坪 32.32,主建物29.84,3房2廳1衛(含加蓋1衛),1樓/4樓,"9,680",0,大安區
台北市大安區復興南路二段,18.6年,華廈,建坪 79.38,主 + 陽44.95,2房2廳2衛2室,2樓/8樓,"10,088",1,大安區
台北市大安區仁愛路三段,43.1年,華廈,建坪 52.56,主 + 陽39.29,4房2廳2衛,3樓/7樓,"5,188",0,大安區
台北市大安區信義路四段,1.3年,大樓,建坪 46.21,主 + 陽21.59,1房2廳2衛1室,12樓/13樓,"7,038",1,大安區
台北市大安區安和路二段,42.3年,華廈,建坪 35.24,主 + 陽29.95,3房2廳2衛,5樓/7樓,"3,988",0,大安區
台北市大安區光復南路,13.7年,店面,建坪 33.72,主 + 陽22.96,1廳1衛2室(含加蓋1室),1樓/14樓,"8,088",0,大安區
台北市大安區泰順街,60.4年,公寓,建坪 35.2,主 + 陽31.46,2房3廳2衛1室(含加蓋1廳),4樓/4樓,"3,680",0,大安區
台北市大安區敦化南路二段,40.9年,大樓,建坪 41.66,主 + 陽28.55,3房2廳2衛,8樓/19樓,"4,180",0,大安區
台北市大安區復興南路二段,3.1年,大樓,建坪 24.66,主 + 陽15.52,1房2廳1衛,24樓/34樓,"4,888",0,大安區
台北市大安區瑞安街,27.3年,華廈,建坪 49.31,主 + 陽32.72,4房2廳2衛,3樓/5樓,"5,680",1,大安區
台北市大安區樂業街,49.0年,公寓,建坪 32.4,主 + 陽32.4,3房2廳2衛,3樓/4樓,"2,198",0,大安區
台北市大安區新生南路一段,5.0年,大樓,建坪 31.91,主 + 陽16.24,2房2廳2衛,12樓/12樓,"5,366",1,大安區
台北市大安區臥龍街,1.4年,大樓,建坪 42.96,主 + 陽20.03,2房2廳2衛,5樓/23樓,"3,960",1,大安區
台北市大安區忠孝東路三段,2.6年,辦公/大樓,建坪 102.71,主 + 陽58.01,1廳,15樓/15樓,"13,983",2,大安區
台北市大安區復興南路二段,1.1年,大樓,建坪 56.13,主 + 陽29.88,3房2廳2衛,10樓/23樓,"8,288",1,大安區
台北市大安區瑞安街,10.8年,華廈,建坪 23.55,主 + 陽10.72,2房2廳1衛,7樓/7樓,"3,318",1,大安區
台北市大安區師大路,42.2年,華廈,建坪 38.47,主 + 陽30.12,3房2廳1衛,6樓/7樓,"4,320",0,大安區
台北市大安區光復南路,38.6年,大樓/辦公,建坪 34.5,主 + 陽26.79,3房2廳2衛,9樓/12樓,"3,688",0,大安區
