物件名稱,路段,行政區_中山區,行政區_中正區,行政區_信義區,行政區_內湖區,行政區_北投區,行政區_南港區,行政區_士林區,行政區_大同區,行政區_大安區,行政區_文山區,行政區_松山區,行政區_萬華區,建坪,車位,房,廳,衛,室,有加蓋,總樓層,起始樓層,最高樓層,物件涵蓋層數,房屋類型_公寓,房屋類型_大樓,房屋類型_套房,房屋類型_華廈,房屋類型_透天
南港經貿門戶店面,中南街,0,0,0,0,0,1,0,0,0,0,0,0,172.0,0,5.0,1.0,1.0,5.0,0,2.0,1.0,1.0,1.0,0,1,0,0,0
南港2房稀有露臺附車位,舊莊街一段,0,0,0,0,0,1,0,0,0,0,0,0,201.0,1,2.0,2.0,1.0,2.0,0,7.0,7.0,7.0,1.0,0,1,0,0,0
中研彩虹透天社區,研究院路二段,0,0,0,0,0,1,0,0,0,0,0,0,228.0,0,6.0,2.0,3.0,6.0,0,2.0,-1.0,2.0,4.0,0,0,0,0,1
南港松河街多功能黃金1樓,松河街,0,0,0,0,0,1,0,0,0,0,0,0,252.0,0,,,,,0,5.0,1.0,1.0,1.0,0,0,0,0,0
南港長虹中研透天,研究院路二段,0,0,0,0,0,1,0,0,0,0,0,0,44.0,0,6.0,2.0,3.0,6.0,0,2.0,1.0,2.0,2.0,0,0,0,0,1
2139南港一樓大空間,福德街,0,0,0,0,0,1,0,0,0,0,0,0,73.0,0,2.0,2.0,1.0,2.0,0,4.0,1.0,1.0,1.0,0,1,0,0,0
南軟園區三房坡車,園區街,0,0,0,0,0,1,0,0,0,0,0,0,99.0,0,3.0,2.0,2.0,3.0,0,10.0,5.0,5.0,1.0,0,1,0,0,0
陽光水岸+車位,向陽路,0,0,0,0,0,1,0,0,0,0,0,0,120.0,1,2.0,2.0,2.0,2.0,0,7.0,3.0,3.0,1.0,0,1,0,0,0
香榭帝寶邊間大戶,重陽路,0,0,0,0,0,1,0,0,0,0,0,0,143.0,0,3.0,2.0,2.0,3.0,0,14.0,9.0,9.0,1.0,0,1,0,0,0
東方大地高樓三房,興華路,0,0,0,0,0,1,0,0,0,0,0,0,166.0,0,3.0,2.0,1.0,3.0,0,13.0,8.0,8.0,1.0,0,1,0,0,0
面南港公園邊間鼎家,東新街,0,0,0,0,0,1,0,0,0,0,0,0,190.0,0,3.0,2.0,3.0,3.0,0,5.0,5.0,5.0,1.0,0,1,0,0,0
胡適庭園透天別墅,研究院路二段,0,0,0,0,0,1,0,0,0,0,0,0,210.0,0,2.0,3.0,2.0,2.0,0,2.0,1.0,2.0,2.0,0,0,0,0,1
中研大空間頂家,研究院路三段,0,0,0,0,0,1,0,0,0,0,0,0,231.0,0,4.0,4.0,2.0,4.0,0,4.0,4.0,4.0,1.0,0,1,0,0,0
南港福德靜好電梯住宅,福德街,0,0,0,0,0,1,0,0,0,0,0,0,251.0,0,3.0,2.0,1.0,3.0,0,19.0,16.0,16.0,1.0,0,1,0,0,0
成福家樂福停車壹樓,成福路,0,0,0,0,0,1,0,0,0,0,0,0,44.0,0,6.0,3.0,2.0,6.0,0,5.0,1.0,1.0,1.0,0,0,0,0,0
經貿軟體園區店面,園區街,0,0,0,0,0,1,0,0,0,0,0,0,76.0,0,,1.0,1.0,,0,10.0,1.0,1.0,1.0,0,0,0,0,0
台北南港區南港段二小段投資持份,忠孝東路七段,0,0,0,0,0,1,0,0,0,0,0,0,87.0,0,,,,,0,25.0,25.0,25.0,1.0,0,0,0,0,0
K577山森原全新毛胚+平面車位,三重路,0,0,0,0,0,1,0,0,0,0,0,0,117.0,1,1.0,2.0,1.0,1.0,0,13.0,8.0,8.0,1.0,0,1,0,0,0
