區域,地址,價格,類型,屋齡,總坪數,實際坪數,樓層,規格,車位,緯度,經度
大安區,台北市大安區建國南路一段,3688,公寓,43.7年,建坪25.55,主+平22.97,1/5樓,3房(室)2廳1.5衛(含加蓋1房(室)--廳0.5衛),0,25.0358351607,121.535507061
大安區,台北市大安區延吉街,3680,華廈,43.4年,建坪27.62,主+陽25.57,6/7樓,3房(室)2廳1衛,1,25.0369466325,121.555372257
大安區,台北市大安區忠孝東路四段,11800,住宅大樓,49.2年,建坪64.59,主53.31,2/14樓,--房(室)1廳2衛,1,25.0416966842,121.550641487
大安區,台北市大安區安和路二段,4650,住宅大樓,42.1年,建坪44.43,主+陽42.73,7/12樓,3房(室)2廳3衛(含加蓋--房(室)--廳2衛),1,25.0282491095,121.550158537
大安區,台北市大安區和平東路三段,4280,公寓,46.7年,建坪29.92,主+平29.93,1/5樓,--房(室)1廳1衛,1,25.018781584,121.558219321
大安區,台北市大安區辛亥路二段,7288,公寓,52.0年,建坪45.36,主45.36,B1~1/4樓,3房(室)2廳1衛(含加蓋1房(室)--廳--衛),0,25.0220948606,121.540985437
大安區,台北市大安區忠孝東路四段,9800,公寓,62.0年,建坪27.52,主27.52,1/4樓,--房(室)1廳1衛,1,25.043045469,121.552221643
大安區,台北市大安區延吉街,4280,公寓,48.1年,建坪33.18,主+陽30.07,3/5樓,3房(室)2廳2衛,0,25.043026959,121.554834105
大安區,台北市大安區瑞安街,4880,華廈,46.4年,建坪27.18,主+平25.69,1/7樓,4房(室)2廳1.5衛(含加蓋--房(室)1廳0.5衛),1,25.0289350306,121.542876124
大安區,台北市大安區師大路,7588,公寓,55.3年,建坪30.34,主30.34,1/4樓,1房(室)2廳1衛(含加蓋1房(室)1廳--衛),1,25.0238195,121.529098
大安區,台北市大安區敦化南路一段,4980,公寓,40.7年,建坪43.10,主+平37.86,1/4樓,3房(室)3廳2衛(含加蓋--房(室)1廳--衛),0,25.0428483158,121.550149174
大安區,台北市大安區忠孝東路四段,6860,住宅大樓,53.4年,建坪46.72,主46.72,6/12樓,3房(室)2廳1衛,0,25.0412354229,121.552347413
大安區,台北市大安區新生南路一段,3158,公寓,60.3年,建坪23.30,主23.30,1/4樓,3房(室)1廳1衛,0,25.0409022395,121.535641329
大安區,台北市大安區,5880,住宅大樓,--年,建坪42.99,主+陽20.75,3/21樓,2房(室)2廳2衛,1,25.021832,121.546894
大安區,台北市大安區忠孝東路四段,8888,公寓,51.1年,建坪25.61,主25.61,1/4樓,--房(室)--廳--衛,1,25.0421070397,121.553559742
大安區,台北市大安區通化街,2086,公寓,45.3年,建坪30.40,主+陽27.25,4/5樓,3房(室)3廳3衛,0,25.0294622285,121.55446497
大安區,台北市大安區泰順街,3458,華廈,11.2年,建坪24.17,主+陽10.78,6/7樓,2房(室)1廳1衛(含加蓋1房(室)--廳--衛),0,25.02228153,121.530750572
大安區,台北市大安區忠孝東路三段,8200,住宅大樓,4.0年,建坪49.10,主+陽23.75,10/31樓,2房(室)2廳2衛,1,25.0413324862048,121.542681783656
大安區,台北市大安區瑞安街,1990,套房,10.8年,建坪13.38,主+陽8.24,3/7樓,1房(室)1廳1衛,1,25.0297470451,121.540660084
大安區,台北市大安區溫州街,2050,華廈,46.9年,建坪15.76,主+陽15.77,4/7樓,2房(室)2廳1衛,1,25.0195749431,121.532209781
大安區,台北市大安區羅斯福路三段,2488,華廈,6.3年,建坪17.37,主+陽8.85,4/6樓,2房(室)2廳1衛(含加蓋1房(室)--廳--衛),1,25.0196701,121.5305379
大安區,台北市大安區瑞安街,1999,華廈,10.8年,建坪16.04,主+陽7.77,6/7樓,1房(室)--廳1衛,1,25.0296865808973,121.540842802481
大安區,台北市大安區溫州街,6188,公寓,41.8年,建坪43.08,主+平33.37,1/5樓,3房(室)2廳2衛,1,25.0249086319,121.531928935
大安區,台北市大安區樂利路,2798,公寓,47.0年,建坪30.14,主+陽30.15,3/5樓,3房(室)2廳2衛,0,25.0288052303,121.551258715
大安區,台北市大安區新生南路二段,12680,華廈,30.4年,建坪116.35,主+陽+露68.46,8~9/9樓,2房(室)3廳3衛(含加蓋--房(室)--廳1衛),2,25.031508,121.531326
大安區,台北市大安區敦化南路二段,8188,住宅大樓,42.7年,建坪70.51,主+陽59.45,3/20樓,3房(室)2廳1衛,0,25.03129892,121.549187063
大安區,台北市大安區瑞安街,1998,套房,18.7年,建坪14.18,主+陽9.10,10/13樓,1房(室)1廳1衛,1,25.0296971496,121.541746372
大安區,台北市大安區光復南路,8250,華廈,43.2年,建坪55.31,主+陽47.74,7/7樓,6房(室)2廳3衛(含加蓋3房(室)--廳1衛),1,25.0396674986,121.556953313
大安區,台北市大安區通化街,2980,華廈,48.6年,建坪27.06,主+陽27.05,5/7樓,3房(室)2廳2衛,1,25.0282779281,121.555524285
大安區,台北市大安區和平東路一段,25000,住宅大樓,11.2年,建坪181.96,主+陽96.46,7/38樓,2房(室)2廳5衛,3,25.0269492,121.5263754
大安區,台北市大安區安和路一段,5800,住宅大樓,48.6年,建坪46.40,主+陽41.90,4/12樓,3房(室)2廳2衛,0,25.0342304427688,121.552190143176
大安區,台北市大安區仁愛路四段,4730,華廈,45.5年,建坪48.27,主+陽39.97,7/7樓,4房(室)2廳2衛,1,25.0369504302,121.552826352
大安區,台北市大安區永康街,24500,華廈,14.6年,建坪174.73,主+陽82.78,2/8樓,4房(室)2廳3衛,6,25.0289350447,121.531632501
大安區,台北市大安區信義路三段,5788,華廈,5.3年,建坪42.86,主+陽17.24,7/7樓,2房(室)2廳2衛,1,25.0355665291438,121.543112033135
大安區,台北市大安區新生南路一段,3588,公寓,59.3年,建坪32.98,主32.98,2/4樓,3房(室)2廳2衛,0,25.0405688067,121.535919559
