區域,地址,價格,類型,屋齡,總坪數,實際坪數,樓層,規格,車位,緯度,經度
中山區,台北市中山區中原街,1158,華廈,48.7年,建坪9.81,主+陽8.15,6/7樓,1房(室)1廳1衛,1,25.0567459768,121.528775997
中山區,台北市中山區新生北路二段,598,套房,45.7年,建坪7.57,主+陽5.96,9/12樓,1房(室)1廳1衛,0,25.0561115181,121.527203534
中山區,台北市中山區錦州街,3150,住宅大樓,45.9年,建坪37.79,主31.89,9/12樓,4房(室)2廳2衛,0,25.0604377496,121.529860946
中山區,台北市中山區新生北路三段,1288,住宅大樓,48.0年,建坪15.65,主+陽11.71,3/11樓,1房(室)1廳1衛,0,25.0653941888,121.528033092
中山區,台北市中山區新生北路三段,1528,住宅大樓,48.0年,建坪15.65,主+陽11.71,3/11樓,2房(室)2廳1衛,0,25.0653941888,121.528033092
中山區,台北市中山區新生北路三段,2188,住宅大樓,48.0年,建坪26.13,主+陽19.97,4/11樓,2房(室)2廳1衛,0,25.0653941888,121.528033092
中山區,台北市中山區南京東路三段,5860,住宅大樓,5.3年,建坪42.28,主+陽22.28,2/20樓,2房(室)2廳2衛,1,25.0517425167,121.540108222
中山區,台北市中山區南京東路三段,8890,住宅大樓,5.3年,建坪59.72,主+陽30.40,2/20樓,2房(室)2廳2衛,1,25.0517451953,121.540029611
中山區,台北市中山區雙城街,2380,公寓,61.4年,建坪26.02,主26.02,3/4樓,3房(室)1廳3衛,0,25.065350015,121.524202541
中山區,台北市中山區松江路,13000,住宅大樓,11.6年,建坪132.02,主+陽68.90,2/21樓,3房(室)2廳3衛,2,25.0562289745,121.533305828
中山區,台北市中山區北安路,2258,公寓,39.3年,建坪29.65,主+陽25.05,4/5樓,2房(室)2廳1衛,1,25.0791246907,121.545572432
中山區,台北市中山區復興北路,3798,住宅大樓,39.3年,建坪35.86,主+陽+露27.71,14/18樓,2房(室)2廳1衛,0,25.0616829134,121.543959374
中山區,台北市中山區民權東路二段,3888,住宅大樓,46.4年,建坪51.40,主+陽42.47,9/12樓,5房(室)2廳2衛,0,25.0629168,121.5285036
中山區,台北市中山區林森北路,790,住宅大樓,51.3年,建坪9.72,主+陽9.72,4/11樓,1房(室)1廳1衛,0,25.0555470736,121.525348074
中山區,台北市中山區長春路,1680,住宅大樓,16.1年,建坪18.59,主+陽7.84,11/14樓,1房(室)2廳1衛(含加蓋1房(室)--廳--衛),1,25.0549612690447,121.524764434209
中山區,台北市中山區林森北路,2288,住宅大樓,15.9年,建坪31.52,主+陽16.00,6/15樓,1房(室)2廳1衛,1,25.0561553430964,121.525351512717
中山區,台北市中山區松江路,4988,住宅大樓,10.6年,建坪37.79,主+陽18.71,2/17樓,2房(室)2廳1衛,1,25.0641338072,121.532785042
中山區,台北市中山區林森北路,3568,住宅大樓,12.3年,建坪28.70,主13.17,21/24樓,1房(室)1廳1衛,1,25.0568540553,121.525612358
中山區,台北市中山區民生西路,4988,公寓,51.9年,建坪38.83,主+陽38.83,1/4樓,--房(室)2廳1衛,1,25.0591240703,121.521423185
中山區,台北市中山區龍江路,5688,透天厝,58.2年,建坪20.89,主20.89,1~2/2樓,2房(室)2廳2衛(含加蓋1房(室)--廳1衛),0,25.0536194852,121.540786217
中山區,台北市中山區中山北路一段,7888,住宅大樓,1.4年,建坪56.72,主+陽30.56,12/12樓,2房(室)2廳2衛,1,25.0504152696943,121.520308548473
中山區,台北市中山區松江路,5880,華廈,49.5年,建坪65.01,主+陽65.00,5/6樓,2房(室)2廳1衛,1,25.0496561796,121.534124646
中山區,台北市中山區長安東路一段,3980,公寓,57.3年,建坪42.96,主42.96,1~2/4樓,8房(室)--廳8衛(含加蓋4房(室)--廳1衛),0,25.0474311,121.5290968
中山區,台北市中山區北安路,7790,華廈,6.1年,建坪59.42,主+陽33.23,4/10樓,3房(室)2廳3衛,1,25.083975045,121.549463939
中山區,台北市中山區中山北路二段,6588,住宅大樓,8.6年,建坪62.85,主+陽31.32,2/12樓,2房(室)2廳2衛,1,25.0532294791,121.523930052
中山區,台北市中山區吉林路,1798,公寓,59.9年,建坪23.89,主23.89,4/4樓,4房(室)2廳1衛(含加蓋1房(室)--廳--衛),0,25.0594609251,121.529574767
中山區,台北市中山區中山北路二段,3368,住宅大樓,1.4年,建坪27.20,主+陽18.63,2/15樓,1房(室)2廳2衛,1,25.0592649,121.5254545
中山區,台北市中山區中山北路二段,21000,住宅大樓,9.9年,建坪--,無資料,6/14樓,4房(室)2廳5衛,2,25.061259,121.5231273
中山區,台北市中山區吉林路,10586,住宅大樓,7.8年,建坪124.21,主+陽34.99,3/16樓,3房(室)2廳2衛,5,25.0503874217,121.529939827
中山區,台北市中山區北安路,4980,住宅大樓,32.2年,建坪48.63,主+陽32.69,3/13樓,3房(室)2廳2衛,2,25.0803999432,121.549133769
中山區,台北市中山區松江路,4650,華廈,1.0年,建坪32.60,主+陽16.18,9/10樓,2房(室)2廳2衛,1,25.0591400515817,121.532296823223
中山區,台北市中山區雙城街,2580,公寓,61.4年,建坪26.02,主26.02,2/4樓,2房(室)2廳2衛,0,25.065350015,121.524202541
中山區,台北市中山區基湖路,6988,華廈,16.5年,建坪68.93,主+陽38.88,5/10樓,3房(室)2廳2衛,1,25.0794538375334,121.56255896727
中山區,台北市中山區明水路,8800,華廈,34.3年,建坪119.32,主+陽+露81.71,9~10/10樓,5房(室)2廳2衛(含加蓋1房(室)--廳--衛),1,25.0791963,121.550556
中山區,台北市中山區民權東路一段,2668,住宅大樓,41.7年,建坪31.40,主+陽30.46,10/12樓,1房(室)1廳1衛,0,25.0629032564,121.524878373
中山區,台北市中山區中山北路一段,5530,住宅大樓,1.4年,建坪40.21,主+陽21.32,7/22樓,2房(室)2廳2衛,1,25.0506166482,121.521194348
中山區,台北市中山區建國北路二段,8200,住宅大樓,3.3年,建坪71.89,主+陽39.81,4/15樓,3房(室)2廳2衛,1,25.061092,121.535609
中山區,台北市中山區建國北路三段,2588,公寓,45.5年,建坪--,無資料,5/5樓,6房(室)4廳4衛(含加蓋3房(室)2廳2衛),0,25.0665069,121.5361517
中山區,台北市中山區基湖路,5480,華廈,23.2年,建坪52.88,主+陽32.93,4/7樓,3房(室)2廳2衛,1,25.0779613658,121.563765623
中山區,台北市中山區遼寧街,2990,住宅大樓,39.7年,建坪29.64,主+陽23.23,5/15樓,3房(室)2廳1衛,1,25.0552129397,121.542452062
