成交年月,型式,地址,成交總價(萬),單價(萬/坪),建物坪數,土地坪數,屋齡,樓層,總樓層,車位,房,廳,衛,lat,lon,備註
11405,大樓,台北市士林區後港街１６１號七樓之１,5928,71.24,90.59,12.71,16.2,7,14,有,5,2,3,25.086932,121.521792,
11405,大樓,台北市士林區中山北路五段５５７號四樓,13500,75.3,179.29,16.39,14.4,4,19,有,4,3,4,25.09497,121.527835,出售5個停車位為約定專供出賣人使用之停車位；另有停車位為出賣人與其他區分所有權人共用之停車位列為共用部分之面積
11405,大樓,台北市士林區大南路３３７號六樓之２,2508,77.46,37.54,5.41,18.3,6,15,有,2,2,1,25.088539,121.516554,
11405,大樓,台北市士林區承德路四段２９４之１號十一樓,2650,68.26,38.82,5.1,37.7,11,12,無,3,2,2,25.08933,121.518933,其他增建；
11405,公寓,台北市士林區前街１１５巷９號二樓,1230,73.34,16.77,5.65,57.6,2,3,無,2,2,1,25.098682,121.52554,其他增建；
11405,華廈,台北市士林區承德路四段２３４號三樓,5250,59.15,93.61,17.54,34.8,3,9,有,4,2,3,25.088759,121.521188,11237建號拆價2762萬含一個車位250萬11238建號拆價2488萬陽台外推；其他增建；
11405,大樓,台北市士林區基河路３１６號十三樓,3430,98.66,34.77,4.97,2.1,13,19,有,0,2,2,25.093975,121.518828,
11405,大樓,台北市士林區中山北路五段７５５號二樓,4800,82.49,65.98,6,1.9,2,17,有,3,2,2,25.099026,121.526776,
11405,華廈,台北市士林區福德路３１巷１１號三樓之１８,1070,103.91,10.3,2.13,14.2,3,8,無,1,2,1,25.092214,121.525716,陽台外推；夾層；其他增建；
11405,公寓,台北市士林區大東路１２８號四樓,1900,65.18,29.15,10.44,48.3,4,4,無,4,1,2,25.091757,121.525689,
11405,公寓,台北市士林區華光街１２號,2916,83.46,34.94,20.27,62.3,1,2,無,3,5,4,25.095205,121.523133,臺北市士林區華光街12號1樓號買賣總價為1766萬元整；臺北市士林區華光街12號2樓買賣總價為1150萬元整頂樓加蓋；其他增建；
11405,公寓,台北市士林區文林路５８７巷１號,3000,50.89,58.95,16.53,31.4,1,5,無,5,2,4,25.09812,121.523052,
11405,大樓,台北市士林區大南路３３５號二樓,3080,66.4,46.39,6.6,18.3,2,15,有,3,2,2,25.089046,121.517112,其他增建；
11405,大樓,台北市士林區基河路３０６號十一樓,3528,125.06,35.31,5.08,2.1,11,19,有,1,2,2,25.093975,121.518828,
11404,大樓,台北市士林區後港街１５８之１號八樓,3200,67.94,47.1,8.76,28.6,8,12,有,3,2,2,25.087324,121.520713,其他增建；
11404,公寓,台北市士林區大南路２８５巷９弄７號二樓,1320,69.13,19.09,7.77,55.5,2,3,無,2,1,1,25.088382,121.519317,
11404,公寓,台北市士林區美崙街８２巷１２號三樓,400,41.52,9.63,4.49,57.3,3,3,無,2,1,1,25.097361,121.521793,親友、員工、共有人或其他特殊關係間之交易；
11404,公寓,台北市士林區前港街２６巷９號,278.5,51.84,5.37,3.49,53.3,1,3,無,2,2,1,25.084138,121.522256,親友、員工、共有人或其他特殊關係間之交易；
11404,大樓,台北市士林區大南路３２７號二樓之１,3200,75.33,48.38,7.32,18.3,2,14,有,3,2,2,25.088889,121.518064,其他增建；
11404,公寓,台北市士林區華齡街４０巷１６號四樓,844,23.76,35.52,10.16,41.8,4,5,無,3,1,2,25.083989,121.520574,親友、員工、共有人或其他特殊關係間之交易；
11404,大樓,台北市士林區中山北路五段５０８號五樓,23104,105.01,254.25,34.27,10.8,5,12,有,無隔間,0,0,25.093002,121.528161,毛胚屋；
11404,大樓,台北市士林區中山北路五段５０８號六樓,23454,105.01,263.82,34.6,10.8,6,12,有,無隔間,0,0,25.093002,121.528161,毛胚屋；
11404,大樓,台北市士林區中山北路五段５０２號五樓,14812,105,159.78,21.65,10.8,5,12,有,無隔間,0,0,25.09283,121.528146,毛胚屋；
11404,大樓,台北市士林區基河路１６號九樓之３,2800,150.65,27.68,4.69,21.3,9,11,有,0,2,1,25.087202,121.52474,其他增建；
11404,大樓,台北市士林區文林路５００號八樓,2600,107.88,24.1,3.35,13.1,8,13,有,4,1,1,25.096613,121.524305,夾層；其他增建；
11404,大樓,台北市士林區承德路四段３１７號十二樓,2750,56.03,49.08,7.11,40.7,12,12,無,1,0,2,25.090206,121.517994,
11404,公寓,台北市士林區承德路四段６８號,600,51.11,11.74,3.03,49.5,1,5,無,無隔間,0,0,25.081864,121.522702,親友、員工、共有人或其他特殊關係間之交易；其他增建；
11404,公寓,台北市士林區後港街２８巷１號四樓,1410,50.27,28.05,6.85,42.7,4,5,無,5,2,2,25.083072,121.522699,天井加蓋親友、員工、共有人或其他特殊關係間之交易；其他增建；
11404,公寓,台北市士林區中山北路五段５２７號三樓,2060,78.17,26.35,10.21,48.8,3,4,無,3,2,2,25.094079,121.52784,親友、員工、共有人或其他特殊關係間之交易；
11404,公寓,台北市士林區承德路四段８０巷５７之２號五樓,1538,59.17,25.99,7.48,40.6,5,5,無,3,2,1,25.08309,121.521294,其他增建；
11404,公寓,台北市士林區大東路１２０號四樓,1250,78.1,16.01,6.05,54.9,4,4,無,4,1,2,25.091562,121.525591,頂樓加蓋；其他增建；
11404,公寓,台北市士林區承德路四段８０巷５５之１號二樓,2200,62.16,35.39,10.4,40.6,2,5,無,2,2,1,25.083021,121.521546,
11404,公寓,台北市士林區小西街８號三樓,2075.6365,80.76,25.7,10.29,49.4,3,4,無,4,1,1,25.088975,121.523654,甲、乙雙方約定土地增值稅改由甲方負擔，併計入甲方買賣本約標的取得之成本。含土地增值稅或其他稅費196365元；
11404,大樓,台北市士林區承德路四段８８號十四樓之１,2208,111.44,19.81,2.41,3.9,14,15,無,1,1,1,25.082487,121.523019,
