成交年月,型式,地址,成交總價(萬),單價(萬/坪),建物坪數,土地坪數,屋齡,樓層,總樓層,車位,房,廳,衛,lat,lon,備註
11412,大樓,台北市中山區錦州街５０號十樓之１８,880,57.44,15.32,1.45,41.5,10,13,無,1,1,1,25.060325,121.524832,
11412,大樓,台北市中山區雙城街１３巷９號六樓之３,2550,94.01,34.79,2.21,14,6,15,有,1,2,1,25.064175,121.524782,陽台外推；
11412,大樓,台北市中山區新生北路三段４３號四樓之２,950,60.71,15.65,1.99,48,4,11,無,1,1,1,25.065499,121.528083,
11412,華廈,台北市中山區松江路３３０巷５３號三樓,1385,86.09,16.09,2.41,18.3,3,9,無,無隔間,0,0,25.061289,121.531401,陽台外推；
11412,大樓,台北市中山區農安街６號十三樓之６,1410,89.88,15.69,0.96,16.8,13,14,無,無隔間,0,0,25.065054,121.523705,
11412,公寓,台北市中山區民族東路１８６號三樓,290,50.32,5.76,2.45,51.8,3,3,無,4,1,1,25.068172,121.530008,親友、員工、共有人或其他特殊關係間之交易；
11411,公寓,台北市中山區建國北路三段８１巷１２號二樓,2130,70.75,30.11,8.05,48.3,2,5,無,3,2,2,25.065682,121.537919,陽台外推；
11411,華廈,台北市中山區吉林路１２１號五樓之２,2342,78.71,29.75,5.01,40.8,5,7,無,3,2,2,25.056956,121.530303,陽台外推；
11411,華廈,台北市中山區新生北路二段１０１巷４７號五樓,3580,64.81,55.24,11.58,45.4,5,6,無,3,2,3,25.057554,121.529705,其他增建；
11411,大樓,台北市中山區農安街１０之１號九樓之１,1780,101.56,17.53,1.62,18.3,9,13,無,1,1,1,25.065054,121.523705,夾層；
11411,公寓,台北市中山區新生北路三段８８巷３６號五樓,1480,64.95,22.79,5.93,49.1,5,5,無,3,2,1,25.067812,121.526468,陽台外推；其他增建；
11411,華廈,台北市中山區林森北路６５７號二樓之１,920,49.61,18.55,1.39,21.9,2,10,有,1,1,1,25.067477,121.525927,陽台外推；
11411,公寓,台北市中山區新生北路三段５６巷４號三樓,1256.5,41.98,29.93,8.39,49.8,3,4,無,2,1,2,25.065296,121.527269,親友、員工、共有人或其他特殊關係間之交易；
11411,大樓,台北市中山區林森北路４１３號九樓之２５,1053,59.99,17.55,1.76,41.5,9,13,無,無隔間,0,0,25.059421,121.52569,
11411,大樓,台北市中山區林森北路４１３號九樓之２６,1053,59.99,17.55,1.76,41.5,9,13,無,無隔間,0,0,25.059421,121.52569,
11411,華廈,台北市中山區新生北路三段８４巷７號五樓之１,1800,60.89,29.56,5.25,48.1,5,6,無,2,2,1,25.067562,121.526966,其他增建；
11411,華廈,台北市中山區建國北路三段２２巷１３號二樓,244,26.46,9.22,2.65,33.4,2,5,無,1,1,1,25.063877,121.535643,親友、員工、共有人或其他特殊關係間之交易；
11411,華廈,台北市中山區建國北路三段１３３號五樓,2300,58.7,39.18,8.2,36.1,5,7,無,3,2,2,25.067104,121.535178,
11411,華廈,台北市中山區松江路３６２巷５號三樓,934.882,26.73,34.98,6.72,44.6,3,7,無,3,2,2,25.06204,121.532643,親友、員工、共有人或其他特殊關係間之交易；
11411,華廈,台北市中山區德惠街１６號七樓之１３,520,67.97,7.65,0.75,43.9,7,10,無,無隔間,0,0,25.066775,121.525996,建物格局：無隔間，1衛。含租約；
11411,大樓,台北市中山區林森北路４１３號六樓之５,980,49.06,19.97,1.9,41.5,6,13,無,2,1,1,25.059421,121.52569,陽台外推；
11411,公寓,台北市中山區民生東路二段９０巷１０號四樓,2000,74.86,26.72,9.38,50.4,4,4,無,4,3,3,25.057472,121.53073,陽台外推；頂樓加蓋；其他增建；
11411,大樓,台北市中山區錦州街５０號十樓之１１,680,59.37,11.45,0.97,41.5,10,13,無,1,1,1,25.060325,121.524832,陽台外推；
11411,華廈,台北市中山區民生東路三段３６號五樓之７,835,90.21,9.26,1.47,30.1,5,9,無,0,1,1,25.058159,121.539953,陽台外推；夾層；
11411,華廈,台北市中山區民生東路一段８７號七樓之２,500,78.3,6.39,0.68,29.5,7,10,無,1,0,1,25.058184,121.526803,其他增建；
11411,華廈,台北市中山區吉林路１１９巷１號五樓之１,1700,87.59,19.41,3.49,40.8,5,7,無,1,2,1,25.056858,121.530415,陽台外推；
11411,公寓,台北市中山區新生北路三段８７巷２３號二樓,1650,55.88,29.53,10.36,56.3,2,4,無,3,2,1,25.067449,121.52889,陽台外推；其他增建；
11411,公寓,台北市中山區民族東路４１０巷１０號四樓,1288,56.96,22.61,7.94,50,4,4,無,3,2,2,25.066606,121.538169,頂樓增建陽台外推；其他增建；
11411,大樓,台北市中山區五常街１１巷３號三樓之１,4140,102.15,58.26,5.79,6.5,3,17,有,2,1,2,25.064936,121.537765,地下二層停車位車位編號132號地下三層停車位車位編號75號
11411,大樓,台北市中山區林森北路５３８號六樓之５,1573,108.06,14.56,1.34,20.6,6,14,無,2,1,1,25.064465,121.525723,陽台外推；夾層；其他增建；
11411,公寓,台北市中山區龍江路３２８巷１５號四樓,2036,60.41,33.7,12.4,48.3,4,4,無,3,2,2,25.06524,121.540116,頂樓加蓋；
11411,華廈,台北市中山區農安街３４號五樓之１６,760,68.14,11.15,1.27,46.9,5,10,無,1,1,1,25.064991,121.526626,陽台外推；
11410,大樓,台北市中山區建國北路二段６６號九樓之１,4600,78.37,71.21,7.53,30.9,9,12,有,3,1,1,25.057401,121.537914,陽台外推；其他增建；
11410,大樓,台北市中山區建國北路二段６６號九樓,4600,77.83,71.36,7.53,30.9,9,12,有,3,1,1,25.057401,121.537914,陽台外推；其他增建；
