區域,地址,價格,類型,屋齡,總坪數,實際坪數,樓層,規格,車位,緯度,經度
文山區,台北市文山區景福街,2980,住宅大樓,27.2年,建坪37.69,主+陽23.08,5/15樓,3房(室)2廳1.5衛,1,24.9996163101,121.537524002
文山區,台北市文山區福興路,2100,住宅大樓,30.4年,建坪37.15,主+陽21.19,16/16樓,2房(室)2廳1衛,1,25.0037618275,121.550243583
文山區,台北市文山區木柵路一段,2643,華廈,11.5年,建坪38.89,主+陽20.63,5/7樓,2房(室)2廳2衛(含加蓋--房(室)1廳--衛),1,24.9876044644892,121.553612411045
文山區,台北市文山區永安街,2080,公寓,53.3年,建坪26.40,主26.40,1/4樓,2房(室)2廳1衛(含加蓋--房(室)1廳--衛),0,24.9865783521,121.569995519
文山區,台北市文山區景興路,1698,公寓,47.8年,建坪28.53,主+陽28.53,4/4樓,5房(室)4廳2衛(含加蓋2房(室)2廳1衛),0,24.9967927591,121.545512418
文山區,台北市文山區興隆路二段,3900,華廈,34.6年,建坪63.62,主+平24.22,B1~1/6樓,4房(室)4廳2衛(含加蓋3房(室)2廳1衛),1,24.9977666,121.5464668
文山區,台北市文山區育英街,3220,華廈,34.2年,建坪52.84,主+陽33.92,3/7樓,4房(室)2廳2衛,1,24.9911121587,121.537685993
文山區,台北市文山區秀明路一段,4988,透天厝,35.1年,建坪99.14,主+平+陽+露78.57,B1~3/3樓,5房(室)3廳4衛,1,24.9927711966,121.569485719
文山區,台北市文山區羅斯福路六段,2300,住宅大樓,28.6年,建坪24.49,主+陽14.47,1/6樓,2房(室)2廳1衛(含加蓋1房(室)--廳--衛),1,24.9968685144,121.539505759
文山區,台北市文山區政大二街,2160,華廈,22.8年,建坪41.75,主+陽25.47,4/9樓,3房(室)2廳1.5衛,1,24.988855896,121.587541181
文山區,台北市文山區木柵路二段,2880,住宅大樓,29.5年,建坪50.41,主+陽33.34,9/17樓,4房(室)2廳2衛,2,24.9923634208,121.561729124
文山區,台北市文山區政大一街,2598,華廈,11.3年,建坪34.97,主16.95,1/5樓,1房(室)2廳1衛,1,24.9869837299,121.5853026
文山區,台北市文山區木柵路一段,2550,華廈,11.5年,建坪32.84,主+陽20.63,4/7樓,4房(室)2廳2衛,1,24.987537,121.553599
文山區,台北市文山區福興路,3088,住宅大樓,16.1年,建坪46.02,主+陽23.31,8/13樓,3房(室)2廳2衛,1,25.0063165447,121.549907664
文山區,台北市文山區景興路,3566,住宅大樓,6.2年,建坪43.91,主+陽18.45,25/27樓,--房(室)--廳1.5衛,1,24.9887569,121.541998
文山區,台北市文山區景後街,5368,住宅大樓,10.6年,建坪66.85,主+陽36.44,2/15樓,4房(室)2廳2衛,1,24.991391497847,121.542651879509
文山區,台北市文山區景興路,3988,住宅大樓,34.2年,建坪61.48,主+陽40.78,9/12樓,2房(室)2廳2衛,1,24.9915891744,121.543589052
文山區,台北市文山區景福街,3999,住宅大樓,21.2年,建坪49.13,主+陽28.94,3/11樓,2房(室)1廳1衛(含加蓋1房(室)--廳--衛),1,24.9938553098,121.538761091
文山區,台北市文山區溪口街,2980,華廈,30.5年,建坪32.17,主+陽27.83,4/6樓,3房(室)2廳2衛,1,24.9947621078085,121.538171131944
文山區,台北市文山區景興路,1098,住宅大樓,16.4年,建坪11.22,主6.17,14/15樓,1房(室)1廳1衛(含加蓋1房(室)--廳--衛),0,24.9899957178,121.542628302
文山區,台北市文山區景後街,2630,住宅大樓,31.4年,建坪39.95,主+陽20.74,12/13樓,3房(室)2廳2衛,1,24.9919119208,121.543029907
文山區,台北市文山區三福街,3398,華廈,36.9年,建坪48.78,主+陽41.28,2/8樓,4房(室)2廳2衛,1,24.9966548,121.5415009
文山區,台北市文山區政大三街,3980,華廈,16.5年,建坪69.04,主+陽40.57,4~5/5樓,3房(室)2廳2衛,2,24.9865581979,121.583208345
文山區,台北市文山區指南路三段,2988,住宅大樓,15.6年,建坪51.67,主+陽25.47,13/13樓,2房(室)2廳2衛,1,24.982814134596,121.580385527385
文山區,台北市文山區萬和街,16600,住宅大樓,28.9年,建坪356.37,主258.92,12/13樓,24房(室)--廳24衛,1,25.0019877,121.5675898
文山區,台北市文山區羅斯福路五段,2500,公寓,45.4年,建坪35.61,主+陽35.61,3/5樓,3房(室)2廳2衛,1,25.0031425707,121.537154753
文山區,台北市文山區秀明路二段,5488,住宅大樓,19.7年,建坪81.95,主+陽39.65,10/15樓,3房(室)2廳2衛,2,24.9917915131,121.574286087
文山區,台北市文山區木柵路四段,4980,透天厝,45.9年,建坪91.01,主+平+陽91.01,B1~3/3樓,7房(室)2廳3衛,0,24.994646,121.571036
文山區,台北市文山區木柵路二段,4900,透天厝,38.5年,建坪70.24,主+平47.51,1~3/3樓,4房(室)4廳3衛(含加蓋--房(室)1廳1衛),1,24.9910371718,121.564062701
文山區,台北市文山區試院路,3380,透天厝,44.8年,建坪73.98,主+平+陽73.99,B1~2/2樓,19房(室)--廳8衛(含加蓋4房(室)--廳2衛),1,24.9907948994,121.547189639
文山區,台北市文山區興隆路二段,2750,華廈,33.1年,建坪33.18,主+陽26.81,5/7樓,3房(室)2廳2衛,1,24.9974922086,121.546646847
文山區,台北市文山區萬壽路,3880,華廈,26.9年,建坪73.72,主+陽40.77,3/5樓,3房(室)2廳2衛,2,24.9854573926,121.588742452
文山區,台北市文山區樟新街,3770,華廈,34.9年,建坪93.69,主+平29.81,B2~1/9樓,4房(室)4廳4衛(含加蓋3房(室)2廳2衛),1,24.9774957,121.5554294
文山區,台北市文山區興隆路二段,6980,透天厝,46.4年,建坪56.24,主+平+陽49.87,B1~3/3樓,7房(室)4廳3.5衛(含加蓋3房(室)2廳--衛),1,24.9996887399,121.550625594
文山區,台北市文山區木新路三段,5688,住宅大樓,14.7年,建坪83.45,主+陽40.97,4/13樓,3房(室)2廳2衛,2,24.9824268159437,121.56298465291
文山區,台北市文山區木新路二段,1390,公寓,48.3年,建坪21.97,主+陽21.97,5/5樓,2房(室)2廳1衛,0,24.9832405505,121.565800173
文山區,台北市文山區景華街,2098,公寓,46.1年,建坪26.61,主+平26.61,1/5樓,5房(室)3廳2衛(含加蓋3房(室)2廳1衛),0,24.9959054614,121.54656884
文山區,台北市文山區木新路三段,3480,華廈,36.2年,建坪47.31,主+陽42.54,3/7樓,2房(室)3廳1衛,1,24.9818175744365,121.560833513492
文山區,台北市文山區興隆路二段,2800,住宅大樓,31.2年,建坪33.32,主+陽25.36,4/15樓,3房(室)2廳1.5衛,1,25.0003131463662,121.554049015935
文山區,台北市文山區興隆路一段,1988,公寓,53.1年,建坪29.32,主29.32,3/4樓,3房(室)2廳1.5衛,0,25.0030950979,121.541116406
文山區,台北市文山區福興路,1380,公寓,42.5年,建坪25.14,主+平23.65,1/5樓,2房(室)2廳1衛,0,25.0065486773,121.551133142
文山區,台北市文山區辛亥路四段,11688,透天厝,10.6年,建坪149.61,主+陽106.06,1~4/4樓,5房(室)3廳7衛(含加蓋--房(室)1廳1衛),3,25.0065842206063,121.562850229843
文山區,台北市文山區和平東路四段,5888,住宅大樓,28.8年,建坪108.30,主+陽62.88,12/16樓,4房(室)2廳3衛,2,25.0071345,121.5654734
文山區,台北市文山區秀明路一段,8588,透天厝,35.1年,建坪121.56,主+平+陽+露96.20,B1~3/3樓,6房(室)6廳4衛(含加蓋1房(室)2廳--衛),1,24.9932932772,121.569816804
文山區,台北市文山區木柵路二段,2388,住宅大樓,29.5年,建坪39.11,主+陽26.38,13/17樓,3房(室)2廳2衛,1,24.9926487763234,121.562213007271
文山區,台北市文山區興隆路四段,1598,公寓,43.7年,建坪28.94,主+陽24.99,4/5樓,4房(室)2廳1衛(含加蓋1房(室)--廳--衛),0,24.9900014707555,121.560919956016
文山區,台北市文山區秀明路一段,9998,華廈,8.0年,建坪147.16,主+陽71.95,1~2/5樓,3房(室)3廳4衛,2,24.9929503715,121.567806671
文山區,台北市文山區木柵路二段,3980,住宅大樓,24.9年,建坪64.17,主+陽34.26,5~6/14樓,4房(室)2廳2衛(含加蓋1房(室)--廳--衛),1,24.9884870488,121.561001797
文山區,台北市文山區木柵路二段,3688,住宅大樓,24.9年,建坪55.86,主+陽31.38,3~4/14樓,3房(室)2廳2衛(含加蓋1房(室)--廳--衛),1,24.9885796264097,121.560758279315
文山區,台北市文山區木柵路三段,5800,住宅大樓,1.2年,建坪65.92,主+陽35.13,19/29樓,4房(室)2廳2衛,1,24.9895829676491,121.568972735916
文山區,台北市文山區下崙路,1588,華廈,31.2年,建坪21.54,主+平15.50,1/6樓,2房(室)2廳1衛,1,24.9856421503,121.559104187
文山區,台北市文山區興隆路三段,2388,華廈,32.7年,建坪42.43,主+平+陽+露30.91,3/6樓,3房(室)2廳2衛,1,24.9926532187,121.560449688
文山區,台北市文山區仙岩路,1230,公寓,50.6年,建坪24.64,主24.64,3/4樓,2房(室)2廳1衛,0,24.9976352586075,121.550469754328
文山區,台北市文山區木柵路二段,1688,住宅大樓,29.4年,建坪20.14,主+陽15.77,4/17樓,2房(室)1廳1衛,1,24.9925716204,121.56156458
文山區,台北市文山區木新路二段,980,套房,30.4年,建坪9.36,主+陽6.76,12/14樓,--房(室)1廳1衛,1,24.9873671591141,121.571004597941
文山區,台北市文山區興隆路二段,4280,住宅大樓,11.8年,建坪60.26,主+陽32.44,9/11樓,3房(室)2廳2衛,1,25.0032995262339,121.546534061377
文山區,台北市文山區福興路,2980,住宅大樓,16.3年,建坪45.90,主+陽23.08,5/13樓,3房(室)2廳2衛(含加蓋1房(室)--廳--衛),1,25.0063165447,121.549907664
文山區,台北市文山區羅斯福路五段,1758,公寓,46.5年,建坪24.14,主+陽24.15,5/5樓,4房(室)2廳3衛(含加蓋2房(室)--廳2衛),0,25.0059005301,121.539992817
文山區,台北市文山區政大二街,4168,華廈,17.3年,建坪65.79,主+陽40.42,2/5樓,4房(室)2廳2衛(含加蓋1房(室)--廳--衛),1,24.9880399541,121.582534739
文山區,台北市文山區羅斯福路五段,1997,公寓,48.2年,建坪36.78,主+陽36.78,5/5樓,5房(室)2廳2衛(含加蓋2房(室)--廳--衛),0,25.0059230405,121.539890157
文山區,台北市文山區公館街,1788,公寓,46.8年,建坪31.01,主+陽31.01,5/5樓,4房(室)2廳1.5衛(含加蓋1房(室)--廳--衛),0,25.0051047543,121.538043616
文山區,台北市文山區萬壽路,2468,公寓,26.9年,建坪72.69,主+陽41.09,2/3樓,4房(室)2廳2衛(含加蓋1房(室)--廳--衛),2,24.9857931673,121.588900649
文山區,台北市文山區木柵路一段,2480,華廈,43.0年,建坪37.59,主+陽31.54,9/10樓,3房(室)2廳2衛,1,24.9884609977,121.542727926
文山區,台北市文山區景仁街,4680,透天厝,63.1年,建坪23.67,主23.67,1/1樓,6房(室)4廳4衛(含加蓋4房(室)3廳4衛),0,24.9978794,121.5394521
文山區,台北市文山區羅斯福路六段,4650,華廈,30.0年,建坪80.47,主+陽37.12,3/10樓,3房(室)2廳2衛,3,24.9974203684299,121.538950057209
文山區,台北市文山區木新路三段,3368,公寓,35.6年,建坪58.34,主+平22.22,B1~1/5樓,3房(室)2廳3衛(含加蓋2房(室)--廳2衛),1,24.9811828147,121.563021247
文山區,台北市文山區木新路三段,1658,公寓,51.6年,建坪27.55,主27.55,3/4樓,3房(室)2廳1衛,0,24.9825283999457,121.565215157672
